forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
ἐθαμβήθησαν,2284,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram surpreendido,eles(as) foram surpreendido,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram surpreendido'.,Revisar o número do particípio; provável forma plural: 'surpreendidos'.
θαυμασθήσονται,2296,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão maravilhado,"eles(as) serão maravilhado, serão surpreendido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão maravilhado'.,Revisar o número do particípio; provável forma plural: 'maravilhados'.
θαυμασθῆναι,2296,V-ANP,Verbo - Aoristo Infinitivo Passiva,maravilhar,"maravilhar, surpreender",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'maravilhar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
θεραπευθῆναι,2323,V-ANP,Verbo - Aoristo Infinitivo Passiva,curar,"curar, restaurar a saúde",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'curar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
θεραπεύεσθαι,2323,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,curar,"curar, restaurar a saúde",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'curar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐθεραπεύθησαν,2323,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram curado,"eles(as) foram curado, foram restaurado a saúde",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram curado'.,Revisar o número do particípio; provável forma plural: 'curados'.
θλίβεσθαι,2346,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,pressionar,"pressionar, afligir, perturbar, oprimir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'pressionar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
θύεσθαι,2380,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,sacrificar,"sacrificar, matar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'sacrificar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἰαθήτω,2390,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é curado,"ele(a) é curado, é restaurado",passiva_a_confirmar,revisar,"'V-AMP-3S' é passiva, porém a passiva não está explícita em 'é curado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἰαθῆναι,2390,V-ANP,Verbo - Aoristo Infinitivo Passiva,curar,"curar, restaurar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'curar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
ἱλάσθητί,2433,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és propiciado,"tu és propiciado, és apaziguado, és expiado",passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és propiciado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἱλάσκεσθαι,2433,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,propiciar,"propiciar, apaziguar, expiar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'propiciar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
σταθήσεσθε,2476,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis posicionado,"vós sereis posicionado, sereis estado de pé, sereis parado, sereis estabelecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sereis posicionado'.,Revisar o número do particípio; provável forma plural: 'posicionados'.
σταθῆτε,2476,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais posicionado,"vós sejais posicionado, sejais estado de pé, sejais parado, sejais estabelecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais posicionado'.,Revisar o número do particípio; provável forma plural: 'posicionados'.
ἐστάθησαν,2476,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram posicionado,"eles(as) foram posicionado, foram estado de pé, foram parado, foram estabelecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram posicionado'.,Revisar o número do particípio; provável forma plural: 'posicionados'.
καθαιρεῖσθαι,2507,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,derrubar,"derrubar, destruir, demolir, destronar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'derrubar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
καθαρίζεσθαι,2511,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,limpar,"limpar, purificar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'limpar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
κατεστάθησαν,2525,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram nomeado,"eles(as) foram nomeado, foram fixado, foram estabelecido, foram constituído",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram nomeado'.,Revisar o número do particípio; provável forma plural: 'nomeados'.
κληθῶμεν,2564,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos chamado,"nós sejamos chamado, sejamos nomeado, sejamos convidado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos chamado'.,Revisar o número do particípio; provável forma plural: 'chamados'.
κατεαγῶσιν,2608,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam quebrado,eles(as) sejam quebrado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam quebrado'.,Revisar o número do particípio; provável forma plural: 'quebrados'.
καταδικασθῆτε,2613,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais condenado,"vós sejais condenado, sejais julgado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais condenado'.,Revisar o número do particípio; provável forma plural: 'condenados'.
καταισχυνθῶμεν,2617,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos envergonhado,"nós sejamos envergonhado, sejamos desonrado, sejamos confundido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos envergonhado'.,Revisar o número do particípio; provável forma plural: 'envergonhados'.
καταισχυνθῶσιν,2617,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam envergonhado,"eles(as) sejam envergonhado, sejam desonrado, sejam confundido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam envergonhado'.,Revisar o número do particípio; provável forma plural: 'envergonhados'.
κατακαλύπτεσθαι,2619,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,cobrir,"cobrir, velar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'cobrir'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
κατακλιθῆναι,2625,V-ANP,Verbo - Aoristo Infinitivo Passiva,reclinar,"reclinar, deitar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'reclinar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
κατακλιθῇς,2625,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas reclinado,"tu sejas reclinado, sejas deitado",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, porém a passiva não está explícita em 'sejas reclinado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
κατακριθῶμεν,2632,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos condenado,"nós sejamos condenado, sejamos julgado contra, sejamos sentenciado.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos condenado'.,Revisar o número do particípio; provável forma plural: 'condenados'.
καταλειφθῆναι,2641,V-ANP,Verbo - Aoristo Infinitivo Passiva,deixar para trás,"deixar para trás, abandonar",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'deixar para trás'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
καταλλάγητε,2644,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois reconciliado,"vós sois reconciliado, sois restaurado a favor",passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, porém a passiva não está explícita em 'sois reconciliado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
καταλλαγήτω,2644,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é reconciliado,"ele(a) é reconciliado, é restaurado a favor",passiva_a_confirmar,revisar,"'V-AMP-3S' é passiva, porém a passiva não está explícita em 'é reconciliado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
κατηλλάγημεν,2644,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos reconciliado,"nós fomos reconciliado, fomos restaurado a favor",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos reconciliado'.,Revisar o número do particípio; provável forma plural: 'reconciliados'.
κατενύγησαν,2660,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram perfurado completamente,"eles(as) foram perfurado completamente, foram sido picado, foram sido profundamente comovido ou afetado.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram perfurado'.,Revisar o número do particípio; provável forma plural: 'perfurados'.
καταξιωθῆναι,2661,V-ANP,Verbo - Aoristo Infinitivo Passiva,considerar digno,considerar digno,passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'considerar digno'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
κατηξιώθησαν,2661,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram considerado digno,eles(as) foram considerado digno,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram considerado'.,Revisar o número do particípio; provável forma plural: 'considerados'.
κατεπόθησαν,2666,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram engolido,"eles(as) foram engolido, foram devorado, foram consumido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram engolido'.,Revisar o número do particípio; provável forma plural: 'engolidos'.
καταποντίζεσθαι,2670,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,afundar,"afundar, submergir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'afundar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
καταργηθήσονται,2673,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão abolido,"eles(as) serão abolido, serão anulado, serão tornado ineficaz, serão posto fim",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão abolido'.,Revisar o número do particípio; provável forma plural: 'abolidos'.
κατηργήθητε,2673,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes abolido,"vós fostes abolido, fostes anulado, fostes tornado ineficaz, fostes posto fim",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes abolido'.,Revisar o número do particípio; provável forma plural: 'abolidos'.
κατεστρώθησαν,2693,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram espalhado,"eles(as) foram espalhado, foram deitado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram espalhado'.,Revisar o número do particípio; provável forma plural: 'espalhados'.
κατηγορεῖσθαι,2723,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,acusar,"acusar, cobrar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'acusar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐκαυματίσθησαν,2739,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram queimado,"eles(as) foram queimado, foram sido queimado com calor",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram queimado'.,Revisar o número do particípio; provável forma plural: 'queimados'.
κερδηθήσονται,2770,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão ganhado,"eles(as) serão ganhado, serão ganhado, serão lucrado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão ganhado'.,Revisar o número do particípio; provável forma plural: 'ganhados'.
ἐκινήθησαν,2795,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram movido,"eles(as) foram movido, foram agitado, foram colocado em movimento",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram movido'.,Revisar o número do particípio; provável forma plural: 'movidos'.
κλεισθῶσιν,2808,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam fechado,"eles(as) sejam fechado, sejam trancado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam fechado'.,Revisar o número do particípio; provável forma plural: 'fechados'.
ἐκλείσθησαν,2808,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram fechado,"eles(as) foram fechado, foram trancado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram fechado'.,Revisar o número do particípio; provável forma plural: 'fechados'.
κοιμηθησόμεθα,2837,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos dormido,"nós seremos dormido, seremos adormecido, seremos morrido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'seremos dormido'.,Revisar o número do particípio; provável forma plural: 'dormidos'.
κολλήθητι,2853,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és unido,"tu és unido, és aderido",passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és unido'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐκολλήθησαν,2853,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram unido,"eles(as) foram unido, foram aderido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram unido'.,Revisar o número do particípio; provável forma plural: 'unidos'.
κολοβωθήσονται,2856,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão encurtado,eles(as) serão encurtado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão encurtado'.,Revisar o número do particípio; provável forma plural: 'encurtados'.
ἐκολοβώθησαν,2856,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram encurtado,eles(as) foram encurtado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram encurtado'.,Revisar o número do particípio; provável forma plural: 'encurtados'.
κραταιωθῆναι,2901,V-ANP,Verbo - Aoristo Infinitivo Passiva,fortalecer,"fortalecer, tornar forte, capacitar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'fortalecer'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
κρατεῖσθαι,2902,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,apreender,"apreender, segurar, agarrar, reter, manter",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'apreender'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
κριθήσονται,2919,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão julgado,"eles(as) serão julgado, serão decidido, serão determinado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão julgado'.,Revisar o número do particípio; provável forma plural: 'julgados'.
κριθῶσι,2919,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam julgado,"eles(as) sejam julgado, sejam decidido, sejam determinado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam julgado'.,Revisar o número do particípio; provável forma plural: 'julgados'.
κριθῶσιν,2919,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam julgado,"eles(as) sejam julgado, sejam decidido, sejam determinado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam julgado'.,Revisar o número do particípio; provável forma plural: 'julgados'.
ἐκτίσθησαν,2936,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram criado,"eles(as) foram criado, foram formado, foram feito",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram criado'.,Revisar o número do particípio; provável forma plural: 'criados'.
κωλύεσθαι,2967,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,impedir,"impedir, proibir, restringir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'impedir'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
λαλεῖσθαι,2980,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,falar,"falar, proferir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'falar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
λαληθησομένων,2980,V-FPP-GNP,Verbo - Futuro Particípio Passiva - Genitivo Neutro Plural,prestes a falar,"prestes a falar, prestes a proferir",passiva_a_confirmar,revisar,"'V-FPP-GNP' é passiva, porém a passiva não está explícita em 'prestes a falar'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
λιθασθῶσιν,3034,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam apedrejado,"eles(as) sejam apedrejado, sejam atirado pedras",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam apedrejado'.,Revisar o número do particípio; provável forma plural: 'apedrejados'.
ἐλιθοβόλησαν,3036,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram apedrejado,"eles(as) foram apedrejado, foram atirado pedras",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram apedrejado'.,Revisar o número do particípio; provável forma plural: 'apedrejados'.
λυπηθήσεσθε,3076,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis lamentado,"vós sereis lamentado, sereis causado tristeza, sereis angustiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sereis lamentado'.,Revisar o número do particípio; provável forma plural: 'lamentados'.
λυπηθῆναι,3076,V-ANP,Verbo - Aoristo Infinitivo Passiva,lamentar,"lamentar, causar tristeza, angustiar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'lamentar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
λυπηθῆτε,3076,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais lamentado,"vós sejais lamentado, sejais causado tristeza, sejais angustiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais lamentado'.,Revisar o número do particípio; provável forma plural: 'lamentados'.
ἐλυτρώθητε,3084,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes redimido,"vós fostes redimido, fostes resgatado, fostes libertado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes redimido'.,Revisar o número do particípio; provável forma plural: 'redimidos'.
λυθήσονται,3089,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão soltado,"eles(as) serão soltado, serão liberado, serão dissolvido, serão quebrado, serão destruído",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão soltado'.,Revisar o número do particípio; provável forma plural: 'soltados'.
ἐλύθησαν,3089,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram soltado,"eles(as) foram soltado, foram liberado, foram dissolvido, foram quebrado, foram destruído",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram soltado'.,Revisar o número do particípio; provável forma plural: 'soltados'.
ἐμαρτυρήθησαν,3140,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram testemunhado,"eles(as) foram testemunhado, foram prestado depoimento, foram afirmado que viu, ouviu ou vivenciou algo.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram testemunhado'.,Revisar o número do particípio; provável forma plural: 'testemunhados'.
ἐματαιώθησαν,3154,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado fútil,"eles(as) foram tornado fútil, foram tornado vão, foram levado ao vazio",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram tornado'.,Revisar o número do particípio; provável forma plural: 'tornados'.
μάχεσθαι,3164,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,lutar,"lutar, brigar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'lutar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
μεγαλυνθῆναι,3170,V-ANP,Verbo - Aoristo Infinitivo Passiva,engrandecer,"engrandecer, exaltar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'engrandecer'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
μεθύσκεσθαι,3182,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,embebedar,"embebedar, intoxicar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'embebedar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
μεθύσκεσθε,3182,V-PNM/P-2P,Verbo - Presente Infinitivo Média ou Passiva - 2ª Pessoa Plural,embebedar,"vós embebedar, intoxicar",media_passiva_ambigua,revisar,'V-PNM/P-2P' é média ou passiva e 'pt' é infinitivo ativo: 'embebedar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐμεθύσθησαν,3182,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram embebedado,"eles(as) foram embebedado, foram intoxicado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram embebedado'.,Revisar o número do particípio; provável forma plural: 'embebedados'.
μεθυσθῶσιν,3184,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam estado bêbado,"eles(as) sejam estado bêbado, sejam ficado intoxicado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam estado'.,Revisar o número do particípio; provável forma plural: 'estados'.
μετατραπήτω,3344,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é mudado,"ele(a) é mudado, é alterado, é pervertido, é transformado",passiva_a_confirmar,revisar,"'V-AMP-3S' é passiva, porém a passiva não está explícita em 'é mudado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
μνησθῇς,3403,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,lembrares,"tu sejas lembrado, sejas estado atento",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, porém a passiva não está explícita em 'lembrares'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
μεμνηστευμένην,3423,V-RPP-AFS,Verbo - Perfeito Particípio Passiva - Acusativo Feminino Singular,estando prometida em casamento,"tendo sido noivado, se tendo sido envolvido",passiva_a_confirmar,revisar,"'V-RPP-AFS' é passiva, porém a passiva não está explícita em 'estando prometida em casamento'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
μεμνηστευμένῃ,3423,V-RPP-DFS,Verbo - Perfeito Particípio Passiva - Dativo Feminino Singular,à prometida em casamento,"tendo sido noivado, se tendo sido envolvido",passiva_a_confirmar,revisar,"'V-RPP-DFS' é passiva, porém a passiva não está explícita em 'à prometida em casamento'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
Μνηστευθείσης,3423,V-APP-GFS,Verbo - Aoristo Particípio Passiva - Genitivo Feminino Singular,da prometida em casamento,"tendo sido noivado, se tendo sido envolvido",passiva_a_confirmar,revisar,"'V-APP-GFS' é passiva, porém a passiva não está explícita em 'da prometida em casamento'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
μοιχευθῆναι,3431,V-ANP,Verbo - Aoristo Infinitivo Passiva,cometer adultério,cometer adultério,passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'cometer adultério'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐμολύνθησαν,3435,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram contaminado,"eles(as) foram contaminado, foram manchado, foram poluído",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram contaminado'.,Revisar o número do particípio; provável forma plural: 'contaminados'.
ξενισθῶμεν,3579,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos entretido,"nós sejamos entretido, sejamos hospedado, sejamos surpreendido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos entretido'.,Revisar o número do particípio; provável forma plural: 'entretidos'.
ὀνειδισμοῖς,3680,S-DMP,Substantivo - Dativo Masculino Plural,aos reprovações,aos reprovações,concordancia_nominal,alta,Contração masculina antes de feminino plural: 'aos reprovações'.,Trocar 'aos reprovações' por 'às reprovações'.
ὤφθησαν,3708,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram visto,"eles(as) foram visto, foram percebido, foram atentado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram visto'.,Revisar o número do particípio; provável forma plural: 'vistos'.
ὠργίσθησαν,3710,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram estado com raiva,"eles(as) foram estado com raiva, foram provocado a raiva",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram estado'.,Revisar o número do particípio; provável forma plural: 'estados'.
