forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
ἀστατοῦμεν,790,V-PIA-1P,Verbo - Presente Indicativo Ativa - 1ª Pessoa Plural,estamos inquieto,"nós estamos inquieto, somos instável, vagamos",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'estamos inquieto'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἀσφαλισθῆναι,805,V-ANP,Verbo - Aoristo Infinitivo Passiva,proteger,"proteger, tornar seguro, prender",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'proteger'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἀτιμάζεσθαι,818,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,desonrar,"desonrar, tratar vergonhosamente, desprezar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'desonrar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἀτιμασθῆναι,818,V-ANP,Verbo - Aoristo Infinitivo Passiva,desonrar,"desonrar, tratar vergonhosamente, desprezar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'desonrar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
αὐξηθῆτε,837,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais crescido,"vós sejais crescido, sejais aumentado, sejais tornado maior",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais crescido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἀφεῖναι,863,V-ANP,Verbo - Aoristo Infinitivo Passiva,mandar embora,"mandar embora, partir, perdoar, permitir, abandonar",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a passiva não está explícita em 'mandar embora'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
βαρηθῶσιν,916,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam pesado,"eles(as) sejam pesado, sejam sobrecarregado, sejam oprimido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam pesado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐβαρήθημεν,916,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos pesado,"nós fomos pesado, fomos sobrecarregado, fomos oprimido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos pesado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
βαστάζεσθαι,941,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,suportar,"suportar, carregar, apoiar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'suportar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
βεβαιοῦσθαι,950,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,confirmar,"confirmar, estabelecer, tornar firme, seguro",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'confirmar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐβουλήθη,1014,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,desejou,"ele(a) quis, desejou, pretendeu",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a passiva não está explícita em 'desejou'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
βυθίζεσθαι,1036,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,afundar,"afundar, mergulhar, submergir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'afundar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
γαμηθῆναι,1060,V-ANP,Verbo - Aoristo Infinitivo Passiva,casar,casar,passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'casar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
γεμίζεσθαι,1072,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,preencher,"preencher, ser preenchido, carregar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'preencher'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
γεγεννήμεθα,1080,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos gerado,"nós fomos gerado, fomos dado à luz, fomos produzido.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos gerado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐγεννήθημεν,1080,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos gerado,"nós fomos gerado, fomos dado à luz, fomos produzido.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos gerado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
γενήθητε,1096,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois tornado,"vós sois tornado, sois vindo a ser, sois acontecido, sois sido feito",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sois tornado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
γενηθῆναι,1096,V-ANP,Verbo - Aoristo Infinitivo Passiva,tornar,"tornar, vir a ser, acontecer, ser feito",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'tornar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
γράφεσθαι,1125,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,escrever,escrever,media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'escrever'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
δαρήσεσθε,1194,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis batido,"vós sereis batido, sereis atacado, sereis flagelado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sereis batido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διακριθῆτε,1252,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais distinguido,"vós sejais distinguido, sejais discernido, sejais julgado, sejais duvidado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais distinguido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διεκρίθητε,1252,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes distinguido,"vós fostes distinguido, fostes discernido, fostes julgado, fostes duvidado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes distinguido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διελέχθησαν,1256,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram discutido,"eles(as) foram discutido, foram raciocinado, foram argumentado, foram falado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram discutido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διαλογίζεσθαι,1260,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,raciocinar,"raciocinar, considerar, debater, ponderar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'raciocinar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
διελύθησαν,1262,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram dissolvido,"eles(as) foram dissolvido, foram quebrado, foram dispersado, foram liberado.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram dissolvido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διαμερισθήσονται,1266,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão dividido,"eles(as) serão dividido, serão distribuído, serão repartido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão dividido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διηνοίχθησαν,1272,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram aberto completamente,eles(as) foram aberto completamente,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram aberto'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διαπορεύεσθαι,1279,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,passar,"passar, viajar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'passar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
διεσκορπίσθησαν,1287,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram espalhado,"eles(as) foram espalhado, foram dispersado, foram desperdiçado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram espalhado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διεσπάρησαν,1289,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram espalhado,"eles(as) foram espalhado, foram dispersado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram espalhado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διασωθῆναι,1295,V-ANP,Verbo - Aoristo Infinitivo Passiva,salvar,"salvar, preservar, trazer segurança",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'salvar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
διαχωρίζεσθαι,1316,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,separar,"separar, dividir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'separar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐδιδάχθησαν,1321,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram ensinado,"eles(as) foram ensinado, foram instruído",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram ensinado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
δικαιοῦσθαι,1344,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,justificar,"justificar, declarar justo, absolver",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'justificar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
δικαιωθήσονται,1344,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão justificado,"eles(as) serão justificado, serão declarado justo, serão absolvido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão justificado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐδικαιώθητε,1344,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes justificado,"vós fostes justificado, fostes declarado justo, fostes absolvido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes justificado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
διωχθήσονται,1377,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão perseguido,"eles(as) serão perseguido, serão avançado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão perseguido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐδουλώθητε,1402,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes escravizado,"vós fostes escravizado, fostes trazido à escravidão, fostes feito um servo.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes escravizado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἠδυνήθητε,1410,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes sido capaz,"vós fostes sido capaz, fostes tido poder",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes sido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐδυναμώθησαν,1412,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram capacitado,"eles(as) foram capacitado, foram fortalecido, foram tornado forte",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram capacitado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
Ἐγέρθητε,1453,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois levantado,"vós sois levantado, sois despertado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sois levantado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐγκαλεῖσθαι,1458,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,acusar,"acusar, cobrar, chamar a atenção",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'acusar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐγκόπτεσθαι,1465,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,impedir,"impedir, cortar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'impedir'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐξεκαύθησαν,1572,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram acendido,"eles(as) foram acendido, foram inflamado, foram queimado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram acendido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐκλυθήσονται,1590,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão desmaiado,"eles(as) serão desmaiado, serão cansado, serão desanimado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão desmaiado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐκλυθῶσιν,1590,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam desmaiado,"eles(as) sejam desmaiado, sejam cansado, sejam desanimado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam desmaiado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐκπλήσσεσθαι,1605,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,surpreender,"surpreender, ficar impressionado com o espanto.",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'surpreender'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐξεπλάγησαν,1605,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram surpreendido,"eles(as) foram surpreendido, foram ficado impressionado com o espanto.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram surpreendido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐκτραπήσονται,1624,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão desviado,"eles(as) serão desviado, serão evitado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão desviado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐξεχύθησαν,1632,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram derramado,eles(as) foram derramado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram derramado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐλεηθήσονται,1653,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,alcançarão misericórdia,eles(as) alcançarão misericórdia,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a passiva não está explícita em 'alcançarão misericórdia'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἠλεήθημεν,1653,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos tido misericórdia,"nós fomos tido misericórdia, fomos mostrado compaixão, fomos sido misericordioso.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos tido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἠλεήθημεν,1653,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos tido misericórdia,"nós fomos tido misericórdia, fomos mostrado compaixão, fomos sido misericordioso.",construcao_inadequada,alta,Construção inadequada com 'tido'.,"Reescrever conforme o sentido: 'tivemos', 'recebemos' ou 'fomos considerados'."
ἐμφανισθῆναι,1718,V-ANP,Verbo - Aoristo Infinitivo Passiva,tornar manifesto,"tornar manifesto, revelar, mostrar, declarar",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a passiva não está explícita em 'tornar manifesto'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐνεφανίσθησαν,1718,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado manifesto,"eles(as) foram tornado manifesto, foram revelado, foram mostrado, foram declarado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram tornado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐνεφανίσθησαν,1718,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado manifesto,"eles(as) foram tornado manifesto, foram revelado, foram mostrado, foram declarado",construcao_inadequada,alta,Particípio de 'tornar' sem concordância ou construção adequada.,"Usar 'tornados/tornadas' quando for passiva real, ou reescrever como 'tornaram-se'/'passaram a ser'."
ἐνδοξασθῆναι,1740,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser glorificado,"ser glorificado, ser mantido em honra",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a passiva não está explícita em 'ser glorificado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐνυπνιασθήσονται,1797,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão sonhado,eles(as) serão sonhado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão sonhado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐξαλειφθῆναι,1813,V-ANP,Verbo - Aoristo Infinitivo Passiva,eliminar,"eliminar, apagar, obliterar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'eliminar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἐξαπορηθῆναι,1820,V-ANP,Verbo - Aoristo Infinitivo Passiva,estar totalmente perdido,"estar totalmente perdido, estar em desespero",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a passiva não está explícita em 'estar totalmente perdido'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπηγγείλαντο,1861,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram prometido,"eles(as) foram prometido, foram proclamado, foram anunciado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram prometido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐπανέρχεσθαί,1880,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,voltar,voltar,media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'voltar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐπικαλεῖσθαι,1941,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,chamar,"chamar, invocar, apelar, nomear",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'chamar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐπικεῖσθαι,1945,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,deitar,"deitar, ser imposto, pressionar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'deitar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐπισκέπτεσθαι,1980,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,visitar,"visitar, cuidar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'visitar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐπεστράφητε,1994,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes virado,"vós fostes virado, fostes voltado, fostes voltado atrás, fostes convertido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes virado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐπιστραφήτω,1994,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,retorne,"ele(a) sê convertido(a), retorne",passiva_a_confirmar,revisar,"'V-AMP-3S' é passiva, mas a passiva não está explícita em 'retorne'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπισυναχθήσονται,1996,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão reunido,eles(as) serão reunido,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão reunido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐπιτελεῖσθαι,2005,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,completar,"completar, realizar, aperfeiçoar, terminar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'completar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐρρέθησαν,2046,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram dito,"eles(as) foram dito, foram falado, foram contado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram dito'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
εὐοδοῦσθαι,2137,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,prosperar,"prosperar, ter sucesso, ter uma boa jornada",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'prosperar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
εὑρέθημεν,2147,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos encontrado,"nós fomos encontrado, fomos descoberto, obtivemos",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos encontrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
εὑρεθησόμεθα,2147,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos encontrado,"nós seremos encontrado, seremos descoberto, seremos obtido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'seremos encontrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
εὑρεθῆναι,2147,V-ANP,Verbo - Aoristo Infinitivo Passiva,encontrar,"encontrar, descobrir, obter",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'encontrar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
εὑρεθῆτε,2147,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais encontrado,"vós sejais encontrado, sejais descoberto, sejais obtido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais encontrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
εὑρεθῶσιν,2147,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam encontrado,"eles(as) sejam encontrado, sejam descoberto, sejam obtido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam encontrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
εὐφραίνεσθαι,2165,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,alegrar,alegrar,media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'alegrar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
εὐφρανθῆναι,2165,V-ANP,Verbo - Aoristo Infinitivo Passiva,alegrar,alegrar,passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'alegrar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
εὐφρανθῶμεν,2165,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos alegrado,nós sejamos alegrado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos alegrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ζημιωθῆναι,2210,V-ANP,Verbo - Aoristo Infinitivo Passiva,sofrer perdas,"sofrer perdas, perder, ser punido, sofrer danos",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a passiva não está explícita em 'sofrer perdas'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ζημιωθῆτε,2210,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais sofrido perdas,"vós sejais sofrido perdas, sejais perdido, sejais sido punido, sejais sofrido danos",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais sofrido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ζωοποιηθήσονται,2227,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão tornado vivo,"eles(as) serão tornado vivo, serão dado vida, serão acelerado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão tornado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ζωοποιηθήσονται,2227,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão tornado vivo,"eles(as) serão tornado vivo, serão dado vida, serão acelerado",construcao_inadequada,alta,Particípio de 'tornar' sem concordância ou construção adequada.,"Usar 'tornados/tornadas' quando for passiva real, ou reescrever como 'tornaram-se'/'passaram a ser'."
ἡγεῖσθαι,2233,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,liderar,"liderar, considerar, pensar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'liderar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἡσσώθητε,2274,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes sido derrotado,"vós fostes sido derrotado, fostes sido inferior, fostes sido superado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes sido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐθαμβήθησαν,2284,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram surpreendido,eles(as) foram surpreendido,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram surpreendido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
