forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
ἐδικαιώθητε,1344,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes justificados,"vós fostes justificado, fostes declarado justo, fostes absolvido",passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes justificados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
διωχθήσονται,1377,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão perseguidos,eles(as) serão perseguidos,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão perseguidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
δοξασθῶσιν,1392,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam glorificados,"eles(as) sejam glorificados, sejam honrados, sejam louvados",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam glorificados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
δουλωθέντες,1402,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido escravizados,"tendo sido escravizados, tendo sido trazidos à escravidão, tendo sido feitos um servo.",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido escravizados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐδουλώθητε,1402,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes escravizados,"vós fostes escravizado, fostes trazido à escravidão, fostes feito um servo.",passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes escravizados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐδυναμώθησαν,1412,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram capacitados,"eles(as) foram capacitado, foram fortalecido, foram tornados fortes",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram capacitados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
Ἐγέρθητε,1453,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois levantados,"vós sois levantado, sois despertado",passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sois levantados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
εἰσακουσθήσονται,1522,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão ouvidos,"eles(as) serão ouvidos, terão um pedido atendido",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão ouvidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκβληθήσονται,1544,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão expulsos,eles(as) serão expulsos,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão expulsos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐξεκαύθησαν,1572,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram acendidos,"eles(as) foram acendido, foram inflamado, foram queimado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram acendidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκπεμφθέντες,1599,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido enviados,"tendo sido enviados, tendo sido despachados",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido enviados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐξεπλάγησαν,1605,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram surpreendidos,"eles(as) foram surpreendido, ficaram impressionados com o espanto.",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram surpreendidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκριζωθέντα,1610,V-APP-NNP,Verbo - Aoristo Particípio Passiva - Nominativo Neutro Plural,tendo sido desenraizados,"tendo sido desenraizados, tendo sido erradicados",passiva_a_confirmar,revisar,"'V-APP-NNP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido desenraizados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκριζώθητι,1610,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,estás desenraizado,"tu estás desenraizado, erradicado",passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, mas a tradução não explicita claramente a passiva: 'estás desenraizado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκτραπήσονται,1624,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão desviados,eles(as) serão desviados,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão desviados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐξεχύθησαν,1632,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram derramados,eles(as) foram derramado,passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram derramados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐλεηθέντες,1653,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido tidos misericórdia,"tendo sido tidos misericórdia, tendo sido mostrados compaixão, tendo sido sidos misericordioso.",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido tidos misericórdia'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐνεπλήσθησαν,1705,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram preenchidos,"eles(as) foram preenchidos, foram satisfeitos, foram cumpridos",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram preenchidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐμπλακέντες,1707,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido enredados,"tendo sido enredados, tendo sido envolvidos",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido enredados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐνδοξασθῆναι,1740,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser glorificado,"ser glorificado, ser mantido em honra",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser glorificado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐξολεθρευθήσεται,1842,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será destruído completamente,"ele(a) será destruído completamente, será exterminado, será erradicado",passiva_a_confirmar,revisar,"'V-FIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'será destruído completamente'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπηγγείλαντο,1861,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram prometidos,"eles(as) foram prometido, foram proclamado, foram anunciado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram prometidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπεστράφητε,1994,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes virados,"vós fostes virado, fostes voltado, fostes voltado atrás, fostes convertido",passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes virados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπισυναχθήσονται,1996,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão reunidos,eles(as) serão reunidos,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão reunidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπισυναχθεισῶν,1996,V-APP-GFP,Verbo - Aoristo Particípio Passiva - Genitivo Feminino Plural,tendo sido reunidos,tendo sido reunidos,passiva_a_confirmar,revisar,"'V-APP-GFP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido reunidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐρρέθησαν,2046,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram ditos,"eles(as) foram dito, foram falado, foram contado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram ditos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
εὐαγγελισθέντες,2097,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido proclamados boas novas,"tendo sido proclamados boas novas, tendo sido evangelizados, tendo sido pregados o evangelho",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido proclamados boas novas'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
εὑρέθημεν,2147,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos encontrados,"nós fomos encontrado, fomos descoberto, obtivemos",passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'fomos encontrados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
εὑρεθησόμεθα,2147,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos encontrados,"nós seremos encontrado, seremos descoberto, seremos obtido",passiva_a_confirmar,revisar,"'V-FIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'seremos encontrados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
εὑρεθῆτε,2147,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais encontrados,"vós sejais encontrado, sejais descoberto, sejais obtido",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais encontrados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
εὑρεθῶσιν,2147,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam encontrados,"eles(as) sejam encontrado, sejam descoberto, sejam obtido",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam encontrados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
εὐφράνθητι,2165,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,alegra-te,alegra-te,passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, mas a tradução não explicita claramente a passiva: 'alegra-te'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
εὐφρανθῶμεν,2165,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos alegrados,nós sejamos alegrado,passiva_a_confirmar,revisar,"'V-ASP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'sejamos alegrados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐθαμβήθησαν,2284,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram surpreendidos,eles(as) foram surpreendido,passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram surpreendidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
θαυμασθήσονται,2296,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão surpreendidos,"eles(as) serão maravilhados, serão surpreendidos",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão surpreendidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
θαυμασθῆναι,2296,V-ANP,Verbo - Aoristo Infinitivo Passiva,maravilhar-se,"maravilhar, surpreender",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'maravilhar-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐθεραπεύθησαν,2323,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram curados,"eles(as) foram curado, foram restaurado a saúde",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram curados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐθυμώθη,2373,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,irritou-se,"ele(a) foi provocado, foi irritado, foi enfurecido.",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'irritou-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἰαθήτω,2390,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,está curado,"ele(a) está curado, restaurado",passiva_a_confirmar,revisar,"'V-AMP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'está curado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σταθήσεσθε,2476,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis colocados,"vós sereis colocado, sereis posicionado, sereis sido colocado, sereis permanecido, sereis ficado de pé, sereis parado",passiva_a_confirmar,revisar,"'V-FIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sereis colocados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σταθῆτε,2476,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais colocados,"vós sejais colocados, sejais posicionados, sejais colocados, permaneçais, estejais de pé, pareis",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais colocados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐστάθησαν,2476,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram colocados,"eles(as) foram colocados, foram posicionados, foram colocados, permaneceram, ficaram/estavam de pé, pararam",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram colocados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατασταθήσονται,2525,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão nomeados,"eles(as) serão nomeados, serão fixados, serão estabelecidos, serão constituídos",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão nomeados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατεστάθησαν,2525,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram nomeados,"eles(as) foram nomeado, foram fixado, foram estabelecido, foram constituído",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram nomeados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κληθῶμεν,2564,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos chamados,"nós sejamos chamado, sejamos nomeado, sejamos convidado",passiva_a_confirmar,revisar,"'V-ASP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'sejamos chamados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατεαγῶσιν,2608,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam quebrados,eles(as) sejam quebrado,passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam quebrados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταχθέντες,2609,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido derrubados,"tendo sido derrubados, tendo sido levados para baixo, tendo sido abaixados",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido derrubados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταδικασθῆτε,2613,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais condenados,"vós sejais condenado, sejais julgado",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais condenados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταισχυνθῶμεν,2617,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos envergonhados,"nós sejamos envergonhado, sejamos desonrado, sejamos confundido",passiva_a_confirmar,revisar,"'V-ASP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'sejamos envergonhados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταισχυνθῶσιν,2617,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam envergonhados,"eles(as) sejam envergonhado, sejam desonrado, sejam confundido",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam envergonhados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατακλιθῆναι,2625,V-ANP,Verbo - Aoristo Infinitivo Passiva,reclinar-se,"se reclinar, deitar",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'reclinar-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατακλιθῇς,2625,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,te reclines,"tu te reclines, te deites",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, mas a tradução não explicita claramente a passiva: 'te reclines'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατεκλίθη,2625,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,reclinou-se,"ele(a) se reclinou, deitou",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'reclinou-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατακριθῶμεν,2632,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos condenados,"nós sejamos condenado, sejamos julgado contra, sejamos sentenciado.",passiva_a_confirmar,revisar,"'V-ASP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'sejamos condenados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταλλάγητε,2644,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois reconciliados,"vós sois reconciliado, sois restaurado a favor",passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sois reconciliados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταλλαγέντες,2644,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido reconciliados,"tendo sido reconciliados, tendo sido restaurados a favor",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido reconciliados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατηλλάγημεν,2644,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos reconciliados,"nós fomos reconciliado, fomos restaurado a favor",passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'fomos reconciliados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατενύγησαν,2660,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram perfurados completamente,"eles(as) foram perfurado completamente, foram sido picado, foram sido profundamente comovido ou afetado.",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram perfurados completamente'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταξιωθέντες,2661,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido considerados dignos,tendo sido considerados dignos,passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido considerados dignos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατηξιώθησαν,2661,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram considerados dignos,eles(as) foram considerado dignos,passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram considerados dignos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατεπόθησαν,2666,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram engolidos,"eles(as) foram engolido, foram devorado, foram consumido",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram engolidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταργηθήσονται,2673,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão abolidos,"eles(as) serão abolidos, serão anulados, serão tornado ineficazes",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão abolidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατηργήθητε,2673,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes liberados,"vós fostes abolidos, fostes anulados, fostes tornados ineficazes, fostes postos fim",passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes liberados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατεστρώθησαν,2693,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram espalhados,"eles(as) foram espalhado, foram deitado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram espalhados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατηχήθης,2727,V-AIP-2S,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Singular,foste instruído,"tu foste instruído, foste ensinado, foste informado",passiva_a_confirmar,revisar,"'V-AIP-2S' é passiva, mas a tradução não explicita claramente a passiva: 'foste instruído'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κατηχήθησαν,2727,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram instruído,"eles(as) foram instruído, foram ensinado, foram informado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram instruído'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκαυματίσθησαν,2739,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram queimados,"eles(as) foram queimado, foram sido queimado com calor",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram queimados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκινήθησαν,2795,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram movidos,"eles(as) foram movido, foram agitado, foram colocado em movimento",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram movidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κλεισθῶσιν,2808,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam fechados,"eles(as) sejam fechado, sejam trancado",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam fechados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκλείσθησαν,2808,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram fechados,"eles(as) foram fechado, foram trancado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram fechados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκληρώθημεν,2820,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos atribuído por sorteio,"nós fomos atribuído por sorteio, fomos distribuídos, fomos nomeados, obtivemos uma herança",passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'fomos atribuído por sorteio'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κολλήθητι,2853,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,estás unido,"tu estás unido, estás aderido",passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, mas a tradução não explicita claramente a passiva: 'estás unido'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κολληθέντες,2853,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido unidos,"tendo sido unidos, tendo sido aderidos",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido unidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκολλήθησαν,2853,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram unidos,"eles(as) foram unido, foram aderido",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram unidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κολοβωθήσονται,2856,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão encurtados,eles(as) serão encurtados,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão encurtados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
