grego,strongs,campo,palavra_suspeita,texto_contexto,sugestao,decisao
Κυρηνίου,2958,traducao,quirino,do Quirino,,
Κυρηνίου,2958,pt,quirino,do Quirino,,
κωλύσῃς,2967,traducao,restringas,"tu impeças, proíbas, restringas",,
Λάμεχ,2984,traducao,lameque,Lameque,,
Λάμεχ,2984,pt,lameque,Lameque,,
Λαοδίκειαν,2993,traducao,laodicéia,Laodicéia,,
Λαοδίκειαν,2993,pt,laodicéia,Laodicéia,,
Λαοδικείας,2993,traducao,laodicéia,da Laodicéia,,
Λαοδικείας,2993,pt,laodicéia,da Laodicéia,,
Λαοδικέων,2994,traducao,laodicéios,dos laodicéios,,
Λαοδικέων,2994,pt,laodicéios,dos laodicéios,,
Λασαία,2996,traducao,lasaia,lasaia,,
Λασαία,2996,pt,lasaia,lasaia,,
Λευὶς,3018,traducao,levi,Levi,,
Λευὶς,3018,pt,levi,Levi,,
Λευίτας,3019,traducao,levitos,levitos,,
Λευίτας,3019,pt,levitos,levitos,,
Λίνος,3044,traducao,linu,linu,,
Λίνος,3044,pt,linu,linu,,
Λυδία,3070,traducao,lídia,Lídia,,
Λυδία,3070,pt,lídia,Lídia,,
Λυδίαν,3070,traducao,lídia,Lídia,,
Λυδίαν,3070,pt,lídia,Lídia,,
Λυκαονίας,3071,traducao,licaônia,da licaônia,,
Λυκαονίας,3071,pt,licaônia,da licaônia,,
Λυσανίου,3078,traducao,lisânio,do lisânio,,
Λυσανίου,3078,pt,lisânio,do lisânio,,
λύουσιν,3089,traducao,destróem,"eles(as) soltam, liberam, dissolvem, quebram, destróem",,
Λωίδι,3090,traducao,loi,ao loi,,
Λωίδι,3090,pt,loi,ao loi,,
Μαάθ,3092,traducao,maath,maath,,
Μαάθ,3092,pt,maath,maath,,
Μαγαδάν,3093,traducao,magadan,Magadan,,
Μαγαδάν,3093,pt,magadan,Magadan,,
Μαγώγ,3098,traducao,magogue,Magogue,,
Μαγώγ,3098,pt,magogue,Magogue,,
Μαδιάμ,3099,traducao,midiã,Midiã,,
Μαδιάμ,3099,pt,midiã,Midiã,,
Μεννά,3104,traducao,mainan,mainan,,
Μεννά,3104,pt,mainan,mainan,,
μαίνεσθε,3105,traducao,estáis,"vós estáis louco, delirais, sois louco",,
μαίνεσθε,3105,pt,estáis,estáis louco,,
Μαλελεήλ,3121,traducao,maalalel,maalalel,,
Μαλελεήλ,3121,pt,maalalel,maalalel,,
Μάλχος,3124,traducao,malco,Malco,,
Μάλχος,3124,pt,malco,Malco,,
Μαναήν,3127,traducao,manaém,Manaém,,
Μαναήν,3127,pt,manaém,Manaém,,
Μανασσῆς,3128,traducao,manassé,Manassé,,
Μανασσῆς,3128,pt,manassé,Manassé,,
Ματταθά,3160,traducao,mattatho,mattatho,,
Ματταθά,3160,pt,mattatho,mattatho,,
Μελεά,3190,traducao,meléo,meléo,,
Μελεά,3190,pt,meléo,meléo,,
Μεσσίαν,3323,traducao,messio,messio,,
Μεσσίαν,3323,pt,messio,messio,,
Μεσσίας,3323,traducao,messio,messio,,
Μεσσίας,3323,pt,messio,messio,,
μετρητὰς,3355,traducao,measures,measures,,
μετρητὰς,3355,pt,measures,measures,,
μητρολῴαις,3389,traducao,insultora,aos mães-insultora,,
μητρολῴαις,3389,pt,insultora,aos mães-insultora,,
Μίλητον,3399,traducao,mileta,Mileta,,
Μίλητον,3399,pt,mileta,Mileta,,
Μιλήτου,3399,traducao,mileta,da Mileta,,
Μιλήτου,3399,pt,mileta,da Mileta,,
Μιλήτῳ,3399,traducao,mileta,à Mileta,,
Μιλήτῳ,3399,pt,mileta,à Mileta,,
μισεῖς,3404,traducao,odias,"tu odias, detestas, abominas",,
μισεῖς,3404,pt,odias,odias,,
Μιτυλήνην,3412,traducao,mitilene,mitilene,,
Μιτυλήνην,3412,pt,mitilene,mitilene,,
Μνάσωνί,3416,traducao,mnason,ao Mnason,,
Μνάσωνί,3416,pt,mnason,ao Mnason,,
Μωυσέα,3475,traducao,moisé,Moisé,,
Μωυσέα,3475,pt,moisé,Moisé,,
Μωυσῇ,3475,traducao,moisé,ao Moisé,,
Μωυσῇ,3475,pt,moisé,ao Moisé,,
Μωσῆς,3475,traducao,moisé,ao Moisé,,
Μωσῆς,3475,pt,moisé,ao Moisé,,
Ναγγαί,3477,traducao,naggai,naggai,,
Ναγγαί,3477,pt,naggai,naggai,,
Ναθάμ,3481,traducao,nathan,nathan,,
Ναθάμ,3481,pt,nathan,nathan,,
Ναίν,3484,traducao,naim,Naim,,
Ναίν,3484,pt,naim,Naim,,
Ναούμ,3486,traducao,naum,Naum,,
Ναούμ,3486,pt,naum,Naum,,
Ναχώρ,3493,traducao,naor,Naor,,
Ναχώρ,3493,pt,naor,Naor,,
Ναιμὰν,3497,traducao,naamã,Naamã,,
Ναιμὰν,3497,pt,naamã,Naamã,,
νεφροὺς,3510,traducao,rines,rines),,
νεφροὺς,3510,pt,rines,rines),,
Νηρὶ,3518,traducao,néri,néri,,
Νηρὶ,3518,pt,néri,néri,,
Νίγερ,3526,traducao,níger,níger,,
Νίγερ,3526,pt,níger,níger,,
Νικάνορα,3527,traducao,nicanor,Nicanor,,
Νικάνορα,3527,pt,nicanor,Nicanor,,
Νικόλαον,3532,traducao,nicolo,nicolo,,
Νικόλαον,3532,pt,nicolo,nicolo,,
Νινευίταις,3536,traducao,ninivitos,aos ninivitos,,
Νινευίταις,3536,pt,ninivitos,aos ninivitos,,
Νύμφαν,3564,traducao,numpho,numpho,,
Νύμφαν,3564,pt,numpho,numpho,,
Ὀζίαν,3604,traducao,uzio,uzio,,
Ὀζίαν,3604,pt,uzio,uzio,,
Ὀζίας,3604,traducao,uzio,uzio,,
Ὀζίας,3604,pt,uzio,uzio,,
Ὀνήσιμον,3682,traducao,onésimo,Onésimo,,
Ὀνήσιμον,3682,pt,onésimo,Onésimo,,
Ὀνησίμῳ,3682,traducao,onésimo,ao Onésimo,,
Ὀνησίμῳ,3682,pt,onésimo,ao Onésimo,,
ὀστρακίνοις,3749,traducao,des,aos des barro,,
ὀστρακίνοις,3749,pt,des,aos des barro,,
Οὐρίου,3774,traducao,urio,do urio,,
Οὐρίου,3774,pt,urio,do urio,,
πάρεστε,3918,traducao,estáis,"vós estáis presente, estáis perto, vindes",,
πάρεστε,3918,traducao,estáis,"vós estáis presente, estáis perto, vindes",,
πάρεστε,3918,pt,estáis,estáis presente,,
Παρμενᾶν,3937,traducao,parmeno,Parmeno,,
Παρμενᾶν,3937,pt,parmeno,Parmeno,,
Πάταρα,3959,traducao,pátaros,pátaros,,
Πάταρα,3959,pt,pátaros,pátaros,,
πατάξῃ,3960,pt,atace,atace,,
Πάτμῳ,3963,traducao,patma,à Patma,,
Πάτμῳ,3963,pt,patma,à Patma,,
πατριάρχαι,3966,traducao,patriarcos,patriarcos,,
πατριάρχαι,3966,pt,patriarcos,patriarcos,,
πατριάρχας,3966,traducao,patriarcos,patriarcos,,
πατριάρχας,3966,pt,patriarcos,patriarcos,,
πατριάρχης,3966,traducao,patriarco,patriarco,,
πατριάρχης,3966,pt,patriarco,patriarco,,
πατριάρχου,3966,traducao,patriarco,do patriarco,,
πατριάρχου,3966,pt,patriarco,do patriarco,,
παυσάτω,3973,traducao,restringa,"ele(a) pare, restringa",,
παύομαι,3973,traducao,restringo,"eu paro, restringo",,
Πέργαμον,4010,traducao,pérgama,pérgama ou pérgamo,,
Πέργαμον,4010,traducao,pérgamo,pérgama ou pérgamo,,
Πέργαμον,4010,pt,pérgama,pérgama ou pérgamo,,
Πέργαμον,4010,pt,pérgamo,pérgama ou pérgamo,,
Περγάμῳ,4010,traducao,pérgama,à pérgama ou pérgamo,,
Περγάμῳ,4010,traducao,pérgamo,à pérgama ou pérgamo,,
Περγάμῳ,4010,pt,pérgama,à pérgama ou pérgamo,,
Περγάμῳ,4010,pt,pérgamo,à pérgama ou pérgamo,,
Πέργην,4011,traducao,perga,Perga,,
Πέργην,4011,pt,perga,Perga,,
Πέργης,4011,traducao,perga,da Perga,,
Πέργης,4011,pt,perga,da Perga,,
Πέργῃ,4011,traducao,perga,à Perga,,
Πέργῃ,4011,pt,perga,à Perga,,
περίψημα,4067,traducao,offscouring,offscouring,,
περίψημα,4067,pt,offscouring,offscouring,,
πινακίδιον,4093,traducao,tablet,pequeno tablet,,
πινακίδιον,4093,pt,tablet,pequeno tablet,,
Πόντιος,4194,traducao,pôncio,Pôncio,,
Πόντιος,4194,pt,pôncio,Pôncio,,
Ποπλίου,4196,traducao,públio,do Públio,,
Ποπλίου,4196,pt,públio,do Públio,,
Ποπλίῳ,4196,traducao,públio,ao Públio,,
Ποπλίῳ,4196,pt,públio,ao Públio,,
Πόρκιον,4201,traducao,pórcio,pórcio,,
Πόρκιον,4201,pt,pórcio,pórcio,,
Ποτιόλους,4223,traducao,putéolis,Putéolis,,
Ποτιόλους,4223,pt,putéolis,Putéolis,,
Πρίσκιλλαν,4252,traducao,priscila,Priscila,,
Πρίσκιλλαν,4252,pt,priscila,Priscila,,
προθύμως,4290,traducao,ânsio,ânsio,,
προθύμως,4290,pt,ânsio,ânsio,,
προσεκύνουν,4352,traducao,lit,"eles(as) se prostravam, reverenciavam, adoravam, lit. beijavam o chão",,
προσκυνήσαντες,4352,traducao,lit,"tendo prostrado, tendo reverenciado, tendo adorado, lit. tendo beijado o chão",,
προσκυνήσατε,4352,traducao,lit,"vós vos prostrai, reverenciai, adorai, lit. beijai o chão",,
προσκυνήσει,4352,traducao,lit,"ele(a) se prostrará, reverenciará, adorará, lit. beijará o chão",,
προσκυνήσετε,4352,traducao,lit,"vós vos prostrareis, reverenciareis, adorareis, lit. beijareis o chão",,
προσκυνήσω,4352,traducao,lit,"eu me prostre, reverencie, adore, lit. beije o chão",,
προσκυνήσωσιν,4352,traducao,lit,"eles(as) se prostrem, reverenciem, adorem, lit. beijem o chão",,
προσκυνεῖ,4352,traducao,lit,"ele(a) se prostra, reverencia, adora, lit. beija o chão",,
προσκυνεῖτε,4352,traducao,lit,"vós vos prostrais, reverenciais, adorais, lit. beijais o chão",,
προσκυνησάτωσαν,4352,traducao,lit,"eles(as) se prostrem, reverenciem, adorem, lit. beijem o chão",,
προσκυνοῦμεν,4352,traducao,lit,"nós nos prostramos, reverenciamos, adoramos, lit. beijamos o chão",,
προσκυνοῦντες,4352,traducao,lit,"prostrando, reverenciando, adorando, lit. beijando o chão",,
προσκυνοῦσα,4352,traducao,lit,"prostrando, reverenciando, adorando, lit. beijando o chão",,
προεφήτευσαν,4395,traducao,predizeram,"eles(as) profetizaram, falaram por inspiração divina, predizeram",,
προφητεύωσιν,4395,traducao,predizam,"eles(as) profetizem, falem por inspiração divina, predizam",,
ἐπροφήτευσαν,4395,traducao,predizeram,"eles(as) profetizaram, falaram por inspiração divina, predizeram",,
Πρόχορον,4402,traducao,prócoro,Prócoro,,
Πρόχορον,4402,pt,prócoro,Prócoro,,
Πτολεμαΐδα,4424,traducao,ptolemaida,Ptolemaida,,
Πτολεμαΐδα,4424,pt,ptolemaida,Ptolemaida,,
Ῥαγαύ,4466,traducao,reu,reu,,
Ῥαγαύ,4466,pt,reu,reu,,
Ῥαχάβ,4477,traducao,raabe,Raabe,,
Ῥαχάβ,4477,pt,raabe,Raabe,,
Ῥαιφάν,4481,traducao,remfano,remfano,,
Ῥαιφάν,4481,pt,remfano,remfano,,
ῥήξωσιν,4486,traducao,rasgem,"eles(as) quebrem, estourem, rasgem",,
Ῥησά,4488,traducao,rheso,rheso,,
Ῥησά,4488,pt,rheso,rheso,,
Ῥουβὴν,4502,traducao,ruben,Ruben,,
Ῥουβὴν,4502,pt,ruben,Ruben,,
Ῥώμης,4516,traducao,roma,da roma,,
Ῥώμης,4516,pt,roma,da roma,,
Σαλαμῖνι,4529,traducao,salamina,à salamina,,
Σαλαμῖνι,4529,pt,salamina,à salamina,,
Σαλμώνην,4534,traducao,salmone,Salmone,,
Σαλμώνην,4534,pt,salmone,Salmone,,
σαλπιστῶν,4538,traducao,trompetistos,dos trompetistos,,
σαλπιστῶν,4538,pt,trompetistos,dos trompetistos,,
Σαμάρειαν,4540,traducao,samaria,Samaria,,
Σαμάρειαν,4540,pt,samaria,Samaria,,
Σαμοθρᾴκην,4543,traducao,samotrácia,samotrácia,,
Σαμοθρᾴκην,4543,pt,samotrácia,samotrácia,,
Σάρεπτα,4558,traducao,sarepta,Sarepta,,
Σάρεπτα,4558,pt,sarepta,Sarepta,,
Σερούχ,4562,traducao,serugue,serugue,,
Σερούχ,4562,pt,serugue,serugue,,
Σαρῶνα,4565,traducao,sharon,sharon,,
Σαρῶνα,4565,pt,sharon,sharon,,
Σαύλῳ,4569,traducao,saulo,ao Saulo,,
Σαύλῳ,4569,pt,saulo,ao Saulo,,
Σελεύκειαν,4581,traducao,selêucia,Selêucia,,
Σελεύκειαν,4581,pt,selêucia,Selêucia,,
Σεργίῳ,4588,traducao,sérgio,ao Sérgio,,
Σεργίῳ,4588,pt,sérgio,ao Sérgio,,
στεῖραι,4723,traducao,estéris,estéris,,
στεῖραι,4723,pt,estéris,estéris,,
Στεφάνου,4736,traducao,estêvão,do Estêvão,,
Στεφάνου,4736,pt,estêvão,do Estêvão,,
Στοϊκῶν,4770,traducao,estóicos,dos estóicos,,
Στοϊκῶν,4770,pt,estóicos,dos estóicos,,
συκοφαντήσητε,4811,traducao,extorquais,"vós acuseis falsamente, extorquais, fraudeis",,
συνεστήσατε,4921,traducao,mantestes,"vós elogiastes, estabelecestes, demonstrastes, provastes, mantestes unido",,
Συντύχην,4941,traducao,síntique,Síntique,,
Συντύχην,4941,pt,síntique,Síntique,,
Συροφοινίκισσα,4949,traducao,sirofenícia,mulher sirofenícia,,
Συροφοινίκισσα,4949,pt,sirofenícia,mulher sirofenícia,,
Σύρτιν,4950,traducao,sirti,sirti,,
Σύρτιν,4950,pt,sirti,sirti,,
Συχὰρ,4965,traducao,sicar,Sicar,,
Συχὰρ,4965,pt,sicar,Sicar,,
Σώπατρος,4986,traducao,sópater,Sópater,,
Σώπατρος,4986,pt,sópater,Sópater,,
Σωσθένην,4988,traducao,sóstene,Sóstene,,
Σωσθένην,4988,pt,sóstene,Sóstene,,
Σωσθένης,4988,traducao,sóstene,Sóstene,,
Σωσθένης,4988,pt,sóstene,Sóstene,,
σωφρονήσατε,4993,traducao,autocontrolado,"vós tende a mente sã, sede autocontrolado, tende a mente sóbria",,
τεράτων,5059,traducao,maravilhos,dos maravilhos,,
τεράτων,5059,pt,maravilhos,dos maravilhos,,
Τέρτυλλος,5061,traducao,tértulo,Tértulo,,
Τέρτυλλος,5061,pt,tértulo,Tértulo,,
Τερτύλλου,5061,traducao,tértulo,do Tértulo,,
Τερτύλλου,5061,pt,tértulo,do Tértulo,,
τετραάρχου,5076,traducao,tetrarco,do tetrarco,,
τετραάρχου,5076,pt,tetrarco,do tetrarco,,
τετήρηκας,5083,traducao,manteste,"tu manteste, guardaste, observaste, zelaste",,
τετήρηκας,5083,pt,manteste,manteste,,
Τιβερίου,5086,traducao,tibério,do Tibério,,
Τιβερίου,5086,pt,tibério,do Tibério,,
Τιμαίου,5090,traducao,timeu,do Timeu,,
Τιμαίου,5090,pt,timeu,do Timeu,,
τετραχηλισμένα,5136,traducao,expido,"tendo se desnudado, tendo se expido",,
Τραχωνίτιδος,5139,traducao,traconite,da traconite,,
Τραχωνίτιδος,5139,pt,traconite,da traconite,,
τρίζει,5149,traducao,moe,"ele(a) range, moe",,
Τρόφιμος,5161,traducao,trófimo,Trófimo,,
Τρόφιμος,5161,pt,trófimo,Trófimo,,
Τρῳάδος,5174,traducao,trôade,da Trôade,,
Τρῳάδος,5174,pt,trôade,da Trôade,,
ὑδρωπικὸς,5203,traducao,hidropisical,hidropisical,,
ὑδρωπικὸς,5203,pt,hidropisical,hidropisical,,
ὑπωπιάζῃ,5299,pt,atace,atace sob os olhos,,
Φάλεκ,5317,traducao,pelegue,Pelegue,,
Φάλεκ,5317,pt,pelegue,Pelegue,,
Φανουήλ,5323,traducao,fanuel,Fanuel,,
Φανουήλ,5323,pt,fanuel,Fanuel,,
Φήλικα,5344,traducao,félix,Félix,,
Φήλικα,5344,pt,félix,Félix,,
Φήλικι,5344,traducao,félix,ao Félix,,
Φήλικι,5344,pt,félix,ao Félix,,
Φήλικος,5344,traducao,félix,do Félix,,
Φήλικος,5344,pt,félix,do Félix,,
φθείρονται,5351,traducao,destróem,"eles(as) destróem, corrompem, estragam",,
φθείρονται,5351,pt,destróem,destróem,,
φθείρουσιν,5351,traducao,destróem,"eles(as) destróem, corrompem, estragam",,
φθείρουσιν,5351,pt,destróem,destróem,,
Φιλαδέλφειαν,5359,traducao,filadélfia,Filadélfia,,
Φιλαδέλφειαν,5359,pt,filadélfia,Filadélfia,,
Φιλαδελφείᾳ,5359,traducao,filadélfia,à Filadélfia,,
Φιλαδελφείᾳ,5359,pt,filadélfia,à Filadélfia,,
Φιλήμονι,5371,traducao,filemom,ao Filemom,,
Φιλήμονι,5371,pt,filemom,ao Filemom,,
Φιλίππους,5375,traducao,filipos,Filipos,,
Φιλίππους,5375,pt,filipos,Filipos,,
Φιλίππων,5375,traducao,filipos,de Filipos,,
Φιλίππων,5375,pt,filipos,de Filipos,,
χάρακά,5482,traducao,paliçado,paliçado,,
χάρακά,5482,pt,paliçado,paliçado,,
Χερουβὶν,5502,traducao,querubin,querubin,,
Χερουβὶν,5502,pt,querubin,querubin,,
χιλιάσιν,5505,traducao,mis,às mis,,
χιλιάσιν,5505,pt,mis,às mis,,
χιλίων,5507,traducao,mis,dos mis,,
χιλίων,5507,pt,mis,dos mis,,
Χλόης,5514,traducao,chloe,da Chloe,,
Χλόης,5514,pt,chloe,da Chloe,,
Χουζᾶ,5529,traducao,cuza,de Cuza,,
Χουζᾶ,5529,pt,cuza,de Cuza,,
Ἀμπλιᾶτος,291,traducao,amplíato,Amplíato,,
Ἀμπλιᾶτος,291,pt,amplíato,Amplíato,,
ἀδικήσωσιν,91,traducao,feram,"eles(as) façam o mal, agam injustamente, feram",,
ἀμπλίαν,291,traducao,amplíato,Amplíato,,
ἀμπλίαν,291,pt,amplíato,Amplíato,,
ἀναπαύσωνται,373,traducao,desçansar,"desçansar, refresçar, dar desçanso",,
ἀναπαύσωνται,373,traducao,refresçar,"desçansar, refresçar, dar desçanso",,
ἀναπαύσωνται,373,traducao,desçanso,"desçansar, refresçar, dar desçanso",,
ἀναπαύσωνται,373,pt,desçansar,desçansar,,
ἀνδρόνικον,408,traducao,andrônico,Andrônico,,
ἀνδρόνικον,408,pt,andrônico,Andrônico,,
ἀνείλετε,337,traducao,destruistes,"vós ocupastes, matastes, abolistes, destruistes",,
ἀνεῖλον,337,traducao,destruiram,"eles(as) ocuparam, mataram, aboliram, destruiram",,
ἀνθέστηκεν,436,traducao,opeu,"ele(a) resistiu, se opeu",,
ἀνθεστηκότες,436,traducao,opido,"tendo resistido, tendo opido",,
ἀντιλέγοντα,483,traducao,opendo,"falando contra, opendo, contradizendo",,
ἀπέκρυψεν,613,traducao,manteu,"ele(a) escondeu, manteu segredo",,
ἀποθνῄσκωμεν,599,traducao,perecamos,"nós morramos, perecamos",,
ἀπολέσωμεν,622,traducao,perecamos,"nós destruamos, perecamos, perdamos",,
ἀπολέσωμεν,622,traducao,perdamos,"nós destruamos, perecamos, perdamos",,
ἀποφυγόντας,668,traducao,esçapado,"tendo esçapado, tendo fugido, tendo evitado",,
ἀποφυγόντας,668,pt,esçapado,tendo esçapado,,
ἀριστοβούλου,711,traducao,aristóbulo,de Aristóbulo,,
ἀριστοβούλου,711,pt,aristóbulo,de Aristóbulo,,
ἁρμαγεδών,717,traducao,armagedom,Armagedom,,
ἁρμαγεδών,717,pt,armagedom,Armagedom,,
ἀρτεμᾶν,734,traducao,ártemas,Ártemas,,
ἀρτεμᾶν,734,pt,ártemas,Ártemas,,
ἀσσάρωνα,4565,traducao,sarom,Sarom,,
ἀσσάρωνα,4565,pt,sarom,Sarom,,
ἀστραπτούσαις,797,traducao,pisçando,"pisçando, brilhando, brilhando como um relâmpago",,
ἀστραπτούσαις,797,pt,pisçando,pisçando,,
ἀσύγκριτον,799,traducao,assíncrito,Assíncrito,,
ἀσύγκριτον,799,pt,assíncrito,Assíncrito,,
αὐτοκατάκριτος,843,traducao,autocondenado,autocondenado,,
αὐτοκατάκριτος,843,pt,autocondenado,autocondenado,,
ἀφίστασο,868,traducao,cae,"tu parte, te retira, remove, abandona, cae",,
βαρσαβᾶν,923,traducao,barrabás,Barrabás,,
βαρσαβᾶν,923,pt,barrabás,Barrabás,,
βηθεσδά,964,traducao,betesda,Betesda,,
βηθεσδά,964,pt,betesda,Betesda,,
βηθσφαγὴ,967,traducao,betfagé,Betfagé,,
βηθσφαγὴ,967,pt,betfagé,Betfagé,,
γεθσημανῆ,1068,traducao,getsêmani,Getsêmani,,
γεθσημανῆ,1068,pt,getsêmani,Getsêmani,,
ἐγχρίσῃ,1472,traducao,esfrege,"ele(a) unja, esfrege",,
εἵλετο,138,traducao,prefera,"ele(a) tome, escolha, prefera",,
ἐκλογὴ,1589,traducao,eleiçõe,eleiçõe,,
ἐκλογὴ,1589,pt,eleiçõe,eleiçõe,,
ἐκομισάμην,2865,traducao,carregei,"eu recebi, trouxe, carregei, recuperei",,
ἐκπίπτει,1601,pt,cae,cae,,
ἐκτεθέντα,1620,traducao,expido,"tendo sido expido, tendo sido explicado, tendo sido declarado",,
ἐκτεθέντα,1620,pt,expido,tendo sido expido,,
ἐλισσαίου,1666,traducao,eliseu,do Eliseu,,
ἐλισσαίου,1666,pt,eliseu,do Eliseu,,
ἐλμωδάμ,1678,traducao,elmadam,elmadam,,
ἐλμωδάμ,1678,pt,elmadam,elmadam,,
ἐμμὸρ,1697,traducao,hamor,Hamor,,
ἐμμὸρ,1697,pt,hamor,Hamor,,
ἐμπλησθῶ,1705,traducao,satisfazido,"eu seja preenchido, seja satisfazido, seja cumprido",,
ἐνδόμησις,1739,traducao,edifícia,edifícia,,
ἐνδόμησις,1739,pt,edifícia,edifícia,,
ἔνεδρον,1749,traducao,embosçado,embosçado,,
ἔνεδρον,1749,pt,embosçado,embosçado,,
ἐξέδοτο,1554,traducao,entrege,"ele(a) desista, entrege",,
ἐξείλετο,1807,traducao,entrege,"ele(a) tire, entrege, resgate",,
ἐξείλετό,1807,traducao,entrege,"ele(a) tire, entrege, resgate",,
ἐξειλόμην,1807,traducao,tir,"eu Tir, entreg, resgat",,
ἐξειλόμην,1807,traducao,entreg,"eu Tir, entreg, resgat",,
ἐξειλόμην,1807,traducao,resgat,"eu Tir, entreg, resgat",,
ἐξειλόμην,1807,pt,tir,Tir,,
ἐπαίνετον,1866,traducao,epineto,epineto,,
ἐπαίνετον,1866,pt,epineto,epineto,,
ἐπαναπαύσεται,1879,traducao,desçansará,"ele(a) desçansará, se estabelecerá, confiará em",,
ἐπαναπαύσεται,1879,pt,desçansará,desçansará,,
ἐπέφερον,2018,traducao,impiam,"eles(as) traziam, infligiam, impiam",,
ἐπιμείνῃς,1961,traducao,permaneca,"ele(a) permaneca, continue, persista, fique",,
ἐπιμείνῃς,1961,pt,permaneca,permaneca,,
ἐπιμείνωσιν,1961,traducao,permanecam,"eles(as) permanecam, continuem, persistam, fiquem",,
ἐπιμείνωσιν,1961,pt,permanecam,permanecam,,
ἑρμᾶν,2057,traducao,hermo,hermo,,
ἑρμᾶν,2057,pt,hermo,hermo,,
ἐσθήσεσιν,2066,traducao,vestuárias,às vestuárias,,
ἐσθήσεσιν,2066,pt,vestuárias,às vestuárias,,
ἐσίγησεν,4601,traducao,manteu,"ele(a) ficou em silêncio, manteu o silêncio, manteu a paz",,
ἐσίγησεν,4601,traducao,manteu,"ele(a) ficou em silêncio, manteu o silêncio, manteu a paz",,
ἐτεθνήκει,2348,traducao,estara,"ele(a) morrera, estara morto",,
εὐοδίαν,2136,traducao,euódia,Euódia,,
εὐοδίαν,2136,pt,euódia,Euódia,,
εὕρῃς,2147,traducao,obtas,"tu encontres, descobras, obtas",,
εὐροκλύδων,2148,traducao,euroclydon,euroclydon,,
εὐροκλύδων,2148,pt,euroclydon,euroclydon,,
εὐχὴ,2171,traducao,oraçõe,oraçõe,,
εὐχὴ,2171,pt,oraçõe,oraçõe,,
ἠλάττωσας,1642,traducao,diminuiste,"tu fizeste menos, diminuiste, foste inferior",,
ἡρῳδίωνα,2267,traducao,herodião,herodião,,
ἡρῳδίωνα,2267,pt,herodião,herodião,,
ἰάειρος,2383,traducao,jairo,Jairo,,
ἰάειρος,2383,pt,jairo,Jairo,,
ἰαννά,2388,traducao,jannai,jannai,,
ἰαννά,2388,pt,jannai,jannai,,
ἰαρέδ,2391,traducao,jared,jared,,
ἰαρέδ,2391,pt,jared,jared,,
ἱεραπόλει,2404,traducao,hierápoli,à hierápoli,,
ἱεραπόλει,2404,pt,hierápoli,à hierápoli,,
ἰουλίαν,2456,traducao,júlia,Júlia,,
ἰουλίαν,2456,pt,júlia,Júlia,,
ἰουνίαν,2458,traducao,júnia,Júnia,,
ἰουνίαν,2458,pt,júnia,Júnia,,
ἰσαχάρ,2466,traducao,issacar,Issacar,,
ἰσαχάρ,2466,pt,issacar,Issacar,,
ἰσκαριώτῃ,2469,traducao,isçariote,ao isçariote,,
ἰσκαριώτῃ,2469,pt,isçariote,ao isçariote,,
ἰωνάν,2494,traducao,jonam,jonam,,
ἰωνάν,2494,pt,jonam,jonam,,
ἰωσή,2500,traducao,josé,do José,,
ἰωσή,2500,pt,josé,do José,,
ἰωσῆ,2500,traducao,josé,do José,,
ἰωσῆ,2500,pt,josé,do José,,
καϊνάν,2536,traducao,kainam,kainam,,
καϊνάν,2536,pt,kainam,kainam,,
κακοπαθείας,2552,traducao,sofrimenta,da sofrimenta,,
κακοπαθείας,2552,pt,sofrimenta,da sofrimenta,,
καταλλαγὴ,2643,traducao,reconciliaçõe,reconciliaçõe,,
καταλλαγὴ,2643,pt,reconciliaçõe,reconciliaçõe,,
καταπίῃ,2666,traducao,engola,"ele(a) engola, devore, consuma",,
καταπίῃ,2666,pt,engola,engola,,
καταστήσωμεν,2525,traducao,estabelecamos,"nós nomeemos, fixemos, estabelecamos, constituamos",,
κεγχρεαῖς,2747,traducao,cencréias,às Cencréias,,
κεγχρεαῖς,2747,pt,cencréias,às Cencréias,,
κλαύδην,2802,traducao,cláudia,Cláudia,,
κλαύδην,2802,pt,cláudia,Cláudia,,
κολλύριον,2854,traducao,pomado,pomado para os olhos,,
κολλύριον,2854,pt,pomado,pomado para os olhos,,
κρίνωμεν,2919,traducao,julgemos,"nós julgemos, decidamos, determinemos",,
κρίνωμεν,2919,pt,julgemos,julgemos,,
κυριεύσῃ,2961,traducao,exerca,"ele(a) tenha domínio, governe, domine, exerca autoridade.",,
λαοδικαίων,2994,traducao,laodicéios,dos laodicéios,,
λαοδικαίων,2994,pt,laodicéios,dos laodicéios,,
λατρεία,2999,traducao,serviça,serviça,,
λατρεία,2999,pt,serviça,serviça,,
μαγδαλά,3093,traducao,magadan,Magadan,,
μαγδαλά,3093,pt,magadan,Magadan,,
μαϊνάν,3104,traducao,mainan,mainan,,
μαϊνάν,3104,pt,mainan,mainan,,
ματθάτ,3158,traducao,matthat,matthat,,
ματθάτ,3158,pt,matthat,matthat,,
ματθίαν,3159,traducao,matio,matio,,
ματθίαν,3159,pt,matio,matio,,
μεσίαν,3323,traducao,messio,messio,,
μεσίαν,3323,pt,messio,messio,,
μεσίας,3323,traducao,messio,messio,,
μεσίας,3323,pt,messio,messio,,
μετάληψιν,3336,traducao,participaçõe,participaçõe,,
μετάληψιν,3336,pt,participaçõe,participaçõe,,
μωσέα,3475,traducao,moisé,Moisé,,
μωσέα,3475,pt,moisé,Moisé,,
