grego;strongs;campo;palavra_suspeita;texto_contexto;sugestao;decisao
Ἰακώβου;2385;pt;tiago;de Tiago;Tiago;Tiago
Ἰάκωβον;2385;traducao;tiago;Tiago;Tiago;Tiago
Ἰάκωβον;2385;pt;tiago;Tiago;Tiago;Tiago
Ἰάκωβος;2385;traducao;tiago;Tiago;Tiago;Tiago
Ἰάκωβος;2385;pt;tiago;Tiago;Tiago;Tiago
Ἰαμβρῆς;2387;traducao;jambre;jambre;REVISAR MANUALMENTE;Jambres
Ἰαμβρῆς;2387;pt;jambre;jambre;REVISAR MANUALMENTE;Jambres
Ἰανναί;2388;traducao;jannai;jannai;REVISAR MANUALMENTE;Janai
Ἰανναί;2388;pt;jannai;jannai;REVISAR MANUALMENTE;Janai
ἰαννά;2388;traducao;jannai;jannai;REVISAR MANUALMENTE;Janai
ἰαννά;2388;pt;jannai;jannai;REVISAR MANUALMENTE;Janai
Ἰάρετ;2391;traducao;jared;jared;REVISAR MANUALMENTE;Jarede
Ἰάρετ;2391;pt;jared;jared;REVISAR MANUALMENTE;Jarede
ἰαρέδ;2391;traducao;jared;jared;REVISAR MANUALMENTE;Jarede
ἰαρέδ;2391;pt;jared;jared;REVISAR MANUALMENTE;Jarede
Ἰάσονος;2394;traducao;jasão;do Jasão;REVISAR MANUALMENTE;Jasão
Ἰάσονος;2394;pt;jasão;do Jasão;REVISAR MANUALMENTE;Jasão
Ἰάσων;2394;traducao;jasão;Jasão;REVISAR MANUALMENTE;Jasão
Ἰάσων;2394;pt;jasão;Jasão;REVISAR MANUALMENTE;Jasão
Ἰάσονα;2394;traducao;jasão;Jasão;REVISAR MANUALMENTE;Jasão
Ἰάσονα;2394;pt;jasão;Jasão;REVISAR MANUALMENTE;Jasão
Ἰδουμαίας;2401;traducao;iduméia;da Iduméia;REVISAR MANUALMENTE;Iduméia
Ἰδουμαίας;2401;pt;iduméia;da Iduméia;REVISAR MANUALMENTE;Iduméia
Ἰεζάβελ;2403;traducao;jezabel;Jezabel;REVISAR MANUALMENTE;Jezabel
Ἰεζάβελ;2403;pt;jezabel;Jezabel;REVISAR MANUALMENTE;Jezabel
ἱεραπόλει;2404;traducao;hierápoli;à hierápoli;REVISAR MANUALMENTE;Hierápolis
ἱεραπόλει;2404;pt;hierápoli;à hierápoli;REVISAR MANUALMENTE;Hierápolis
Ἰεφθάε;2422;traducao;jefté;Jefté;REVISAR MANUALMENTE;Jefté
Ἰεφθάε;2422;pt;jefté;Jefté;REVISAR MANUALMENTE;Jefté
Ἰεχονίαν;2423;traducao;jeconio;jeconio;REVISAR MANUALMENTE;Jeconias
Ἰεχονίαν;2423;pt;jeconio;jeconio;REVISAR MANUALMENTE;Jeconias
Ἰεχονίας;2423;traducao;jeconio;jeconio;REVISAR MANUALMENTE;Jeconias
Ἰεχονίας;2423;pt;jeconio;jeconio;REVISAR MANUALMENTE;Jeconias
Ἰκονίῳ;2430;traducao;icônio;a Icônio;REVISAR MANUALMENTE;Icônio
Ἰκονίῳ;2430;pt;icônio;a Icônio;REVISAR MANUALMENTE;Icônio
Ἰκονίου;2430;traducao;icônio;de Icônio;REVISAR MANUALMENTE;Icônio
Ἰκονίου;2430;pt;icônio;de Icônio;REVISAR MANUALMENTE;Icônio
Ἰκόνιον;2430;traducao;icônio;Icônio;REVISAR MANUALMENTE;Icônio
Ἰκόνιον;2430;pt;icônio;Icônio;REVISAR MANUALMENTE;Icônio
Ἰόππῃ;2445;traducao;jope;à Jope;REVISAR MANUALMENTE;Jope
Ἰόππῃ;2445;pt;jope;à Jope;REVISAR MANUALMENTE;Jope
Ἰόππης;2445;traducao;jope;de Jope;REVISAR MANUALMENTE;Jope
Ἰόππης;2445;pt;jope;de Jope;REVISAR MANUALMENTE;Jope
Ἰόππην;2445;traducao;jope;Jope;REVISAR MANUALMENTE;Jope
Ἰόππην;2445;pt;jope;Jope;REVISAR MANUALMENTE;Jope
Ἰορδάνῃ;2446;traducao;jordão;ao Jordão;Jordão;Jordão
Ἰορδάνῃ;2446;pt;jordão;ao Jordão;Jordão;Jordão
Ἰορδάνου;2446;traducao;jordão;do Jordão;Jordão;Jordão
Ἰορδάνου;2446;pt;jordão;do Jordão;Jordão;Jordão
Ἰορδάνην;2446;traducao;jordão;Jordão;Jordão;Jordão
Ἰορδάνην;2446;pt;jordão;Jordão;Jordão;Jordão
Ἰούδα;2448;traducao;judá;de Judá;Judá;Judá
Ἰούδα;2448;pt;judá;de Judá;Judá;Judá
Ἰωδά;2448;traducao;judá;Judá;Judá;Judá
Ἰωδά;2448;pt;judá;Judá;Judá;Judá
Ἰουδαίας;2449;traducao;judéia;da Judéia;Judéia;Judéia
Ἰουδαίας;2449;pt;judéia;da Judéia;Judéia;Judéia
Ἰουδαία;2449;traducao;judéia;Judéia;Judéia;Judéia
Ἰουδαία;2449;pt;judéia;Judéia;Judéia;Judéia
Ἰουδαίαν;2449;traducao;judéia;Judéia;Judéia;Judéia
Ἰουδαίαν;2449;pt;judéia;Judéia;Judéia;Judéia
ἰουλίαν;2456;traducao;júlia;Júlia;REVISAR MANUALMENTE;Júlia
ἰουλίαν;2456;pt;júlia;Júlia;REVISAR MANUALMENTE;Júlia
Ἰουλίῳ;2457;traducao;júlio;ao Júlio;REVISAR MANUALMENTE;Júlio
Ἰουλίῳ;2457;pt;júlio;ao Júlio;REVISAR MANUALMENTE;Júlio
Ἰούλιος;2457;traducao;júlio;Júlio;REVISAR MANUALMENTE;Júlio
Ἰούλιος;2457;pt;júlio;Júlio;REVISAR MANUALMENTE;Júlio
ἰουνίαν;2458;traducao;júnia;Júnia;REVISAR MANUALMENTE;Júnia
ἰουνίαν;2458;pt;júnia;Júnia;REVISAR MANUALMENTE;Júnia
Ἰσαάκ;2464;traducao;isaque;Isaque;Isaque;Isaque
Ἰσαάκ;2464;pt;isaque;Isaque;Isaque;Isaque
Ἰσσαχὰρ;2466;traducao;issacar;Issacar;REVISAR MANUALMENTE;Issacar
Ἰσσαχὰρ;2466;pt;issacar;Issacar;REVISAR MANUALMENTE;Issacar
ἰσαχάρ;2466;traducao;issacar;Issacar;REVISAR MANUALMENTE;Issacar
ἰσαχάρ;2466;pt;issacar;Issacar;REVISAR MANUALMENTE;Issacar
ἰσκαριώτῃ;2469;traducao;isçariote;ao isçariote;REVISAR MANUALMENTE;Iscariotes
ἰσκαριώτῃ;2469;pt;isçariote;ao isçariote;REVISAR MANUALMENTE;Iscariotes
Ἰσραηλίτης;2475;traducao;israelito;Israelito;REVISAR MANUALMENTE;israelita
Ἰσραηλίτης;2475;pt;israelito;Israelito;REVISAR MANUALMENTE;israelita
εἱστήκει;2476;traducao;estara;ele(a) se posicionara, estara de pé, parara, estabelecera;estará;estará
εἱστήκεισαν;2476;traducao;estaram;eles(as) se posicionaram, estaram de pé, pararam, estabeleceram;estarão;estiveram
Ἰταλίας;2482;traducao;itália;da Itália;REVISAR MANUALMENTE;Itália
Ἰταλίας;2482;pt;itália;da Itália;REVISAR MANUALMENTE;Itália
Ἰταλίαν;2482;traducao;itália;Itália;REVISAR MANUALMENTE;Itália
Ἰταλίαν;2482;pt;itália;Itália;REVISAR MANUALMENTE;Itália
Ἰτουραίας;2484;traducao;itureana;da itureana;REVISAR MANUALMENTE;Itureia
Ἰτουραίας;2484;pt;itureana;da itureana;REVISAR MANUALMENTE;Itureia
Ἰωαθάμ;2488;traducao;jotão;Jotão;REVISAR MANUALMENTE;Jotão
Ἰωαθάμ;2488;pt;jotão;Jotão;REVISAR MANUALMENTE;Jotão
Ἰωανάν;2490;traducao;john;john;REVISAR MANUALMENTE;João
Ἰωανάν;2490;pt;john;john;REVISAR MANUALMENTE;João
Ἰωήλ;2493;traducao;joel;Joel;REVISAR MANUALMENTE;Joel
Ἰωήλ;2493;pt;joel;Joel;REVISAR MANUALMENTE;Joel
Ἰωνάμ;2494;traducao;jonam;jonam;REVISAR MANUALMENTE;Jonas
Ἰωνάμ;2494;pt;jonam;jonam;REVISAR MANUALMENTE;Jonas
ἰωνάν;2494;traducao;jonam;jonam;REVISAR MANUALMENTE;Jonas
ἰωνάν;2494;pt;jonam;jonam;REVISAR MANUALMENTE;Jonas
Ἰωράμ;2496;traducao;joram;Joram;REVISAR MANUALMENTE;Jorão
Ἰωράμ;2496;pt;joram;Joram;REVISAR MANUALMENTE;Jorão
Ἰωσαφάτ;2498;traducao;josafá;Josafá;REVISAR MANUALMENTE;Josafá
Ἰωσαφάτ;2498;pt;josafá;Josafá;REVISAR MANUALMENTE;Josafá
Ἰωσῆτος;2500;traducao;josés;de Josés;REVISAR MANUALMENTE;José
Ἰωσῆτος;2500;pt;josés;de Josés;REVISAR MANUALMENTE;José
ἰωσή;2500;traducao;josé;do José;José;José
ἰωσή;2500;pt;josé;do José;José;José
ἰωσῆ;2500;traducao;josé;do José;José;José
ἰωσῆ;2500;pt;josé;do José;José;José
Ἰωσήφ;2501;traducao;josé;José;José;José
Ἰωσήφ;2501;pt;josé;José;José;José
Ἰωσήχ;2501;traducao;josé;José;José;José
Ἰωσήχ;2501;pt;josé;José;José;José
Ἰωσῆς;2501;traducao;josé;José;José;José
Ἰωσῆς;2501;pt;josé;José;José;José
Ἰωσίαν;2502;traducao;josio;josio;REVISAR MANUALMENTE;Josias
Ἰωσίαν;2502;pt;josio;josio;REVISAR MANUALMENTE;Josias
Ἰωσίας;2502;traducao;josio;josio;REVISAR MANUALMENTE;Josias
Ἰωσίας;2502;pt;josio;josio;REVISAR MANUALMENTE;Josias
ἰῶτα;2503;traducao;ioto;ioto;REVISAR MANUALMENTE;iota
ἰῶτα;2503;pt;ioto;ioto;REVISAR MANUALMENTE;iota
καθήσεσθε;2521;traducao;estáis;vós sentais, estáis sentado, habitais;REVISAR MANUALMENTE;estais
καταστήσωμεν;2525;traducao;estabelecamos;nós nomeemos, fixemos, estabelecamos, constituamos;REVISAR MANUALMENTE;estabeleçamos
Καιάφαν;2533;traducao;caifá;Caifá;REVISAR MANUALMENTE;Caifás
Καιάφαν;2533;pt;caifá;Caifá;REVISAR MANUALMENTE;Caifás
Καινάμ;2536;traducao;kainam;kainam;REVISAR MANUALMENTE;Cainam
Καινάμ;2536;pt;kainam;kainam;REVISAR MANUALMENTE;Cainam
καϊνάν;2536;traducao;kainam;kainam;REVISAR MANUALMENTE;Cainam
καϊνάν;2536;pt;kainam;kainam;REVISAR MANUALMENTE;Cainam
Καισαρείᾳ;2542;traducao;cesaréia;à cesaréia;REVISAR MANUALMENTE;Cesareia
Καισαρείᾳ;2542;pt;cesaréia;à cesaréia;REVISAR MANUALMENTE;Cesareia
Καισάρειαν;2542;traducao;cesareia;Cesareia;Cesareia;Cesareia
Καισάρειαν;2542;pt;cesareia;Cesareia;Cesareia;Cesareia
Καισαρείας;2542;traducao;cesareia;de Cesareia;Cesareia;Cesareia
Καισαρείας;2542;pt;cesareia;de Cesareia;Cesareia;Cesareia
κακοπαθείας;2552;traducao;sofrimenta;da sofrimenta;REVISAR MANUALMENTE;sofrimento
κακοπαθείας;2552;pt;sofrimenta;da sofrimenta;REVISAR MANUALMENTE;sofrimento
Κανὰ;2580;traducao;caná;Caná;REVISAR MANUALMENTE;Caná
Κανὰ;2580;pt;caná;Caná;REVISAR MANUALMENTE;Caná
Κανδάκης;2582;traducao;candace;da Candace;REVISAR MANUALMENTE;Candace
Κανδάκης;2582;pt;candace;da Candace;REVISAR MANUALMENTE;Candace
Καφαρναούμ;2584;traducao;cafarnaum;Cafarnaum;Cafarnaum;Cafarnaum
Καφαρναούμ;2584;pt;cafarnaum;Cafarnaum;Cafarnaum;Cafarnaum
Καπερναοὺμ;2584;traducao;cafarnaum;Cafarnaum;Cafarnaum;Cafarnaum
Καπερναοὺμ;2584;pt;cafarnaum;Cafarnaum;Cafarnaum;Cafarnaum
Καπερναούμ;2584;traducao;cafarnaum;Cafarnaum;Cafarnaum;Cafarnaum
Καπερναούμ;2584;pt;cafarnaum;Cafarnaum;Cafarnaum;Cafarnaum
Καππαδοκίαν;2587;traducao;capadócia;Capadócia;REVISAR MANUALMENTE;Capadócia
Καππαδοκίαν;2587;pt;capadócia;Capadócia;REVISAR MANUALMENTE;Capadócia
Καππαδοκίας;2587;traducao;capadócia;da Capadócia;REVISAR MANUALMENTE;Capadócia
Καππαδοκίας;2587;pt;capadócia;da Capadócia;REVISAR MANUALMENTE;Capadócia
καταλλαγὴ;2643;traducao;reconciliaçõe;reconciliaçõe;reconciliações;reconciliações
καταλλαγὴ;2643;pt;reconciliaçõe;reconciliaçõe;reconciliações;reconciliações
κατέλυσα;2647;pt;destrui;destrui;REVISAR MANUALMENTE;destruí
καταπίῃ;2666;traducao;engola;ele(a) engola, devore, consuma;REVISAR MANUALMENTE;engula
καταπίῃ;2666;pt;engola;engola;REVISAR MANUALMENTE;engula
κατάσχωμεν;2722;traducao;restringamos;nós seguremos firme, restringamos, possuamos, mantenhamos;REVISAR MANUALMENTE;restrinjamos
κατέχωμεν;2722;traducao;restringamos;nós seguremos firme, restringamos, possuamos, mantenhamos;REVISAR MANUALMENTE;restrinjamos
κατήφειαν;2726;traducao;desânima;desânima;REVISAR MANUALMENTE;desânimo
κατήφειαν;2726;pt;desânima;desânima;REVISAR MANUALMENTE;desânimo
Κενχρεαῖς;2747;traducao;cencréias;às Cencréias;REVISAR MANUALMENTE;Cencréia
Κενχρεαῖς;2747;pt;cencréias;às Cencréias;REVISAR MANUALMENTE;Cencréia
κεγχρεαῖς;2747;traducao;cencréias;às Cencréias;REVISAR MANUALMENTE;Cencréia
κεγχρεαῖς;2747;pt;cencréias;às Cencréias;REVISAR MANUALMENTE;Cencréia
Κέδρων;2748;traducao;cedron;Cedron;REVISAR MANUALMENTE;Cedron
Κέδρων;2748;pt;cedron;Cedron;REVISAR MANUALMENTE;Cedron
Κηφᾶς;2786;traducao;cefas;Cefas;REVISAR MANUALMENTE;Cefas
Κηφᾶς;2786;pt;cefas;Cefas;REVISAR MANUALMENTE;Cefas
Κηφᾶ;2786;traducao;cefas;de Cefas;REVISAR MANUALMENTE;Cefas
Κηφᾶ;2786;pt;cefas;de Cefas;REVISAR MANUALMENTE;Cefas
κιθαρῳδῶν;2790;traducao;harpistos;dos harpistos;REVISAR MANUALMENTE;harpistas
κιθαρῳδῶν;2790;pt;harpistos;dos harpistos;REVISAR MANUALMENTE;harpistas
Κιλικίαν;2791;traducao;cilícia;Cilícia;REVISAR MANUALMENTE;Cilícia
Κιλικίαν;2791;pt;cilícia;Cilícia;REVISAR MANUALMENTE;Cilícia
Κιλικίας;2791;traducao;cilícia;da Cilícia;REVISAR MANUALMENTE;Cilícia
Κιλικίας;2791;pt;cilícia;da Cilícia;REVISAR MANUALMENTE;Cilícia
κλαύδην;2802;traducao;cláudia;Cláudia;REVISAR MANUALMENTE;Cláudia
κλαύδην;2802;pt;cláudia;Cláudia;REVISAR MANUALMENTE;Cláudia
Καῦδα;2802;traducao;cláudio;Cláudio;REVISAR MANUALMENTE;Cláudio
Καῦδα;2802;pt;cláudio;Cláudio;REVISAR MANUALMENTE;Cláudio
Κλαυδία;2803;traducao;cláudia;Cláudia;REVISAR MANUALMENTE;Cláudia
Κλαυδία;2803;pt;cláudia;Cláudia;REVISAR MANUALMENTE;Cláudia
Κλαύδιον;2804;traducao;cláudio;Cláudio;REVISAR MANUALMENTE;Cláudio
Κλαύδιον;2804;pt;cláudio;Cláudio;REVISAR MANUALMENTE;Cláudio
Κλαύδιος;2804;traducao;cláudio;Cláudio;REVISAR MANUALMENTE;Cláudio
Κλαύδιος;2804;pt;cláudio;Cláudio;REVISAR MANUALMENTE;Cláudio
Κλαυδίου;2804;traducao;cláudio;do Cláudio;REVISAR MANUALMENTE;Cláudio
Κλαυδίου;2804;pt;cláudio;do Cláudio;REVISAR MANUALMENTE;Cláudio
Κλεόπας;2810;traducao;cléofo;cléofo;REVISAR MANUALMENTE;Cleópas
Κλεόπας;2810;pt;cléofo;cléofo;REVISAR MANUALMENTE;Cleópas
Κλωπᾶ;2832;traducao;clopas;de Clopas;REVISAR MANUALMENTE;Clopas
Κλωπᾶ;2832;pt;clopas;de Clopas;REVISAR MANUALMENTE;Clopas
Κνίδον;2834;traducao;cnida;cnida;REVISAR MANUALMENTE;Cnido
Κνίδον;2834;pt;cnida;cnida;REVISAR MANUALMENTE;Cnido
κολλύριον;2854;traducao;pomado;pomado para os olhos;REVISAR MANUALMENTE;pomada
κολλύριον;2854;pt;pomado;pomado para os olhos;REVISAR MANUALMENTE;pomada
ἐκομισάμην;2865;traducao;carregei;eu recebi, trouxe, carregei, recuperei;REVISAR MANUALMENTE;carreguei
Κορίνθῳ;2882;traducao;corinto;a Corinto;REVISAR MANUALMENTE;Corinto
Κορίνθῳ;2882;pt;corinto;a Corinto;REVISAR MANUALMENTE;Corinto
Κόρινθον;2882;traducao;corinta;corinta;REVISAR MANUALMENTE;Corinto
Κόρινθον;2882;pt;corinta;corinta;REVISAR MANUALMENTE;Corinto
κράσπεδα;2899;traducao;franjos;franjos;REVISAR MANUALMENTE;franjas
κράσπεδα;2899;pt;franjos;franjos;REVISAR MANUALMENTE;franjas
ἐκράτησεν;2902;traducao;manteu;ele(a) segurou, agarrou, prendeu, manteu;REVISAR MANUALMENTE;manteve
κρατήσωσιν;2902;traducao;mantam;eles(as) apreendam, segurem, agarrem, retam, mantam;REVISAR MANUALMENTE;mantenham
κρατοῦσιν;2902;traducao;mantem;eles(as) apreendem, seguram, agarram, retem, mantem;REVISAR MANUALMENTE;mantenham
ἐκρατοῦντο;2902;traducao;retiam;eles(as) apreendiam, seguravam, agarravam, retiam, mantiam;REVISAR MANUALMENTE;retinham
ἐκρατοῦντο;2902;traducao;mantiam;eles(as) apreendiam, seguravam, agarravam, retiam, mantiam;REVISAR MANUALMENTE;mantinham
κεκράτηνται;2902;traducao;manteram;eles(as) seguraram, agarraram, prenderam, manteram;REVISAR MANUALMENTE;mantiveram
ἐκράτησαν;2902;traducao;manteram;eles(as) seguraram, agarraram, prenderam, manteram;REVISAR MANUALMENTE;mantiveram
κρατῶμεν;2902;traducao;mantamos;nós apreendamos, seguremos, agarremos, retamos, mantamos;REVISAR MANUALMENTE;mantenhamos
κρατεῖς;2902;traducao;mantes;tu apreendes, seguras, agarras, retes, mantes;REVISAR MANUALMENTE;manténs
κρατεῖτε;2902;traducao;manteis;vós apreendeis, segurais, agarrais, reteis, manteis;REVISAR MANUALMENTE;mantendes
ἐκρατήσατέ;2902;traducao;mantestes;vós apreendestes, segurastes, agarrastes, retestes, mantestes;REVISAR MANUALMENTE;mantivestes
κρατήσατε;2902;traducao;mantei;vós segurai, agarrai, prendei, mantei;REVISAR MANUALMENTE;
κρατῆτε;2902;traducao;mantais;vós segureis, agarreis, prendais, mantais;REVISAR MANUALMENTE;manteis
κρίνωμεν;2919;pt;julgemos;julgemos;REVISAR MANUALMENTE;julguemos
κρίνωμεν;2919;traducao;julgemos;nós julgemos, decidamos, determinemos;REVISAR MANUALMENTE;julguemos
ἔκρυψας;2928;traducao;manteste;tu escondeste, manteste segredo;REVISAR MANUALMENTE;mantiveste
Κύπρον;2954;traducao;chipre;Chipre;REVISAR MANUALMENTE;Chipre
Κύπρον;2954;pt;chipre;Chipre;REVISAR MANUALMENTE;Chipre
Κύπρου;2954;traducao;chipre;da Chipre;REVISAR MANUALMENTE;Chipre
Κύπρου;2954;pt;chipre;da Chipre;REVISAR MANUALMENTE;Chipre
Κυρήνην;2957;traducao;cirene;Cirene;REVISAR MANUALMENTE;Cirene
Κυρήνην;2957;pt;cirene;Cirene;REVISAR MANUALMENTE;Cirene
Κυρηνίου;2958;traducao;quirino;do Quirino;REVISAR MANUALMENTE;Quirino
Κυρηνίου;2958;pt;quirino;do Quirino;REVISAR MANUALMENTE;Quirino
κυριεύσῃ;2961;traducao;exerca;ele(a) tenha domínio, governe, domine, exerca autoridade.;REVISAR MANUALMENTE;exerça
κωλύσῃς;2967;traducao;restringas;tu impeças, proíbas, restringas;REVISAR MANUALMENTE;restrinjais
Λάμεχ;2984;traducao;lameque;Lameque;REVISAR MANUALMENTE;Lameque
Λάμεχ;2984;pt;lameque;Lameque;REVISAR MANUALMENTE;Lameque
Λαοδικείᾳ;2993;traducao;laodicéia;a Laodicéia;REVISAR MANUALMENTE;Laodicéia
Λαοδικείᾳ;2993;pt;laodicéia;a Laodicéia;REVISAR MANUALMENTE;Laodicéia
Λαοδικείας;2993;traducao;laodicéia;da Laodicéia;REVISAR MANUALMENTE;Laodicéia
Λαοδικείας;2993;pt;laodicéia;da Laodicéia;REVISAR MANUALMENTE;Laodicéia
Λαοδίκειαν;2993;traducao;laodicéia;Laodicéia;REVISAR MANUALMENTE;Laodicéia
Λαοδίκειαν;2993;pt;laodicéia;Laodicéia;REVISAR MANUALMENTE;Laodicéia
Λαοδικέων;2994;traducao;laodicéios;dos laodicéios;REVISAR MANUALMENTE;laodicenses
Λαοδικέων;2994;pt;laodicéios;dos laodicéios;REVISAR MANUALMENTE;laodicenses
λαοδικαίων;2994;traducao;laodicéios;dos laodicéios;REVISAR MANUALMENTE;laodicenses
λαοδικαίων;2994;pt;laodicéios;dos laodicéios;REVISAR MANUALMENTE;laodicenses
Λασαία;2996;traducao;lasaia;lasaia;REVISAR MANUALMENTE;Lasaia
Λασαία;2996;pt;lasaia;lasaia;REVISAR MANUALMENTE;Lasaia
λατρεία;2999;traducao;serviça;serviça;REVISAR MANUALMENTE;serviço
λατρεία;2999;pt;serviça;serviça;REVISAR MANUALMENTE;serviço
εἰπόν;3004;pt;ram;disse(ram);REVISAR: provável erro de concatenação;
Λευὶ;3017;traducao;levi;Levi;REVISAR MANUALMENTE;Levi
Λευὶ;3017;pt;levi;Levi;REVISAR MANUALMENTE;Levi
Λευὶν;3018;traducao;levi;Levi;REVISAR MANUALMENTE;Levi
Λευὶν;3018;pt;levi;Levi;REVISAR MANUALMENTE;Levi
Λευὶς;3018;traducao;levi;Levi;REVISAR MANUALMENTE;Levi
Λευὶς;3018;pt;levi;Levi;REVISAR MANUALMENTE;Levi
Λευίτας;3019;traducao;levitos;levitos;REVISAR MANUALMENTE;levitas
Λευίτας;3019;pt;levitos;levitos;REVISAR MANUALMENTE;levitas
Λίνος;3044;traducao;linu;linu;REVISAR MANUALMENTE;Lino
Λίνος;3044;pt;linu;linu;REVISAR MANUALMENTE;Lino
Λυδία;3070;traducao;lídia;Lídia;REVISAR MANUALMENTE;Lídia
Λυδία;3070;pt;lídia;Lídia;REVISAR MANUALMENTE;Lídia
Λυδίαν;3070;traducao;lídia;Lídia;REVISAR MANUALMENTE;Lídia
Λυδίαν;3070;pt;lídia;Lídia;REVISAR MANUALMENTE;Lídia
Λυκαονίας;3071;traducao;licaônia;da licaônia;REVISAR MANUALMENTE;Licaônia
Λυκαονίας;3071;pt;licaônia;da licaônia;REVISAR MANUALMENTE;Licaônia
Λυσανίου;3078;traducao;lisânio;do lisânio;REVISAR MANUALMENTE;Lisânio
Λυσανίου;3078;pt;lisânio;do lisânio;REVISAR MANUALMENTE;Lisânio
λύουσιν;3089;traducao;destróem;eles(as) soltam, liberam, dissolvem, quebram, destróem;REVISAR MANUALMENTE;destroem
Λύσατε;3089;traducao;destrui;vós soltai, liberai, dissolvei, quebrai, destrui;REVISAR MANUALMENTE;destruí
Λωίδι;3090;traducao;loi;ao loi;REVISAR MANUALMENTE;Lóis
Λωίδι;3090;pt;loi;ao loi;REVISAR MANUALMENTE;Lóis
Μαάθ;3092;traducao;maath;maath;REVISAR MANUALMENTE;Maate
Μαάθ;3092;pt;maath;maath;REVISAR MANUALMENTE;Maate
Μαγαδάν;3093;traducao;magadan;Magadan;REVISAR MANUALMENTE;Magadan
Μαγαδάν;3093;pt;magadan;Magadan;REVISAR MANUALMENTE;Magadan
μαγδαλά;3093;traducao;magadan;Magadan;REVISAR MANUALMENTE;Magadan
μαγδαλά;3093;pt;magadan;Magadan;REVISAR MANUALMENTE;Magadan
Μαγώγ;3098;traducao;magogue;Magogue;REVISAR MANUALMENTE;Magogue
Μαγώγ;3098;pt;magogue;Magogue;REVISAR MANUALMENTE;Magogue
Μαδιάμ;3099;traducao;midiã;Midiã;REVISAR MANUALMENTE;Midiã
Μαδιάμ;3099;pt;midiã;Midiã;REVISAR MANUALMENTE;Midiã
Μεννά;3104;traducao;mainan;mainan;REVISAR MANUALMENTE;Mainan
Μεννά;3104;pt;mainan;mainan;REVISAR MANUALMENTE;Mainan
μαϊνάν;3104;traducao;mainan;mainan;REVISAR MANUALMENTE;Mainan
μαϊνάν;3104;pt;mainan;mainan;REVISAR MANUALMENTE;Mainan
μαίνεσθε;3105;pt;estáis;estáis louco;REVISAR MANUALMENTE;estais
μαίνεσθε;3105;traducao;estáis;vós estáis louco, delirais, sois louco;REVISAR MANUALMENTE;estais
Μαλελεήλ;3121;traducao;maalalel;maalalel;REVISAR MANUALMENTE;Maalael
Μαλελεήλ;3121;pt;maalalel;maalalel;REVISAR MANUALMENTE;Maalael
Μάλχος;3124;traducao;malco;Malco;REVISAR MANUALMENTE;Malco
Μάλχος;3124;pt;malco;Malco;REVISAR MANUALMENTE;Malco
μαμωνᾷ;3126;traducao;mamon;a Mamon;REVISAR MANUALMENTE;Mamon
μαμωνᾷ;3126;pt;mamon;a Mamon;REVISAR MANUALMENTE;Mamon
μαμωνᾶ;3126;traducao;mamon;de Mamon;REVISAR MANUALMENTE;Mamon
μαμωνᾶ;3126;pt;mamon;de Mamon;REVISAR MANUALMENTE;Mamon
Μαναήν;3127;traducao;manaém;Manaém;REVISAR MANUALMENTE;Manaém
Μαναήν;3127;pt;manaém;Manaém;REVISAR MANUALMENTE;Manaém
Μανασσῆ;3128;traducao;manassé;Manassé;REVISAR MANUALMENTE;Manassés
Μανασσῆ;3128;pt;manassé;Manassé;REVISAR MANUALMENTE;Manassés
Μανασσῆς;3128;traducao;manassé;Manassé;REVISAR MANUALMENTE;Manassés
Μανασσῆς;3128;pt;manassé;Manassé;REVISAR MANUALMENTE;Manassés
Μαρίαν;3137;traducao;mary;mary;REVISAR MANUALMENTE;Maria
Μαρίαν;3137;pt;mary;mary;REVISAR MANUALMENTE;Maria
Μαθθαῖος;3156;traducao;mateu;Mateu;REVISAR MANUALMENTE;Mateus
Μαθθαῖος;3156;pt;mateu;Mateu;REVISAR MANUALMENTE;Mateus
Ματθαῖον;3156;traducao;mateu;Mateu;REVISAR MANUALMENTE;Mateus
Ματθαῖον;3156;pt;mateu;Mateu;REVISAR MANUALMENTE;Mateus
Ματθαῖος;3156;traducao;mateu;Mateu;REVISAR MANUALMENTE;Mateus
Ματθαῖος;3156;pt;mateu;Mateu;REVISAR MANUALMENTE;Mateus
Ματθάν;3157;traducao;mathan;mathan;REVISAR MANUALMENTE;Matã
Ματθάν;3157;pt;mathan;mathan;REVISAR MANUALMENTE;Matã
Μαθθάτ;3158;traducao;matthat;matthat;REVISAR MANUALMENTE;Matate
Μαθθάτ;3158;pt;matthat;matthat;REVISAR MANUALMENTE;Matate
ματθάτ;3158;traducao;matthat;matthat;REVISAR MANUALMENTE;Matate
ματθάτ;3158;pt;matthat;matthat;REVISAR MANUALMENTE;Matate
Μαθθίαν;3159;traducao;matio;matio;REVISAR MANUALMENTE;Matias
Μαθθίαν;3159;pt;matio;matio;REVISAR MANUALMENTE;Matias
ματθίαν;3159;traducao;matio;matio;REVISAR MANUALMENTE;Matias
ματθίαν;3159;pt;matio;matio;REVISAR MANUALMENTE;Matias
Ματταθά;3160;traducao;mattatho;mattatho;REVISAR MANUALMENTE;Matatá
Ματταθά;3160;pt;mattatho;mattatho;REVISAR MANUALMENTE;Matatá
Ματταθίου;3161;traducao;matatio;do matatio;REVISAR MANUALMENTE;Matatias
